time,matched_duration,annotation1_chord,annotation2_chord,dcml_label,sps,vl,tbt,binary
0.0,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.0625,0.375,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.4375,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.5,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.5625,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.625,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.6875,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.75,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.8125,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.875,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
0.9375,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
1.0,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
1.0625,0.4375,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
1.5,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
1.5625,0.1875,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
1.75,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
1.8125,0.1875,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
2.0,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
2.0625,0.4375,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
2.5,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
2.5625,0.1875,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
2.75,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
2.8125,0.1875,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
3.0,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
3.0625,0.4375,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
3.5,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
3.5625,0.1875,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
3.75,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,G.I{,0.0,0.0,0.0,0
3.8125,0.1875,E_MINOR_inv0,E_MINOR_inv0,ii/V,0.0,0.0,0.0,0
4.0,0.0625,E_MINOR_inv0,E_MINOR_inv0,ii/V,0.0,0.0,0.0,0
4.0625,0.5,D_MAJOR_inv2,A_MAJOR_inv0,V(64)/V,0.02461143978628999,0.0,0.2857142857142857,1
4.5625,0.25,D_MAJOR_inv2,A_MAJOR_inv0,V(64)/V,0.02461143978628999,0.0,0.2857142857142857,1
4.8125,0.25,A_MAJ_MIN7_inv0,A_MAJ_MIN7_inv0,V7/V,0.0,0.0,0.0,0
5.0625,0.4375,D_MAJOR_inv0,D_MAJOR_inv0,I/V|HC},0.0,0.0,0.0,0
5.5,0.0625,D_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.7740349902330255,12.0,0.8571428571428572,1
5.5625,0.375,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
5.9375,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.0,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.0625,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.125,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.1875,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.25,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.3125,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.375,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.4375,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.5,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
6.5625,0.4375,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
7.0,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
7.0625,0.1875,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
7.25,0.0625,F_MAJOR_inv0,F_MAJOR_inv0,IV/IV.I{,0.0,0.0,0.0,0
