time,matched_duration,annotation1_chord,annotation2_chord,sps,vl,tbt,binary
0.0,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.0625,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.125,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.1875,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.25,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.3125,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.375,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.4375,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.5,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.5625,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.625,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.6875,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.75,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.8125,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.875,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.9375,0.0625,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.0,0.0625,A_MIN_MIN7_inv3,G_MAJOR_inv0,0.447850938630442,5.0,0.625,1
1.0625,0.0625,A_MIN_MIN7_inv3,G_MAJOR_inv0,0.447850938630442,5.0,0.625,1
1.125,0.0625,A_MIN_MIN7_inv3,G_MAJOR_inv0,0.447850938630442,5.0,0.625,1
1.1875,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.25,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.3125,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.375,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.4375,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.5,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.5625,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.625,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.6875,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.75,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
1.8125,0.0625,A_MIN_MIN7_inv3,A_MIN_MIN7_inv3,0.0,0.0,0.0,0
