time,matched_duration,annotation1_chord,annotation2_chord,dcml_label,sps,vl,tbt,binary
0.0,0.125,G_MINOR_inv0,D_MAJOR_inv0,g.V{,0.5445074507264763,17.0,0.8571428571428572,1
0.125,0.125,G_MINOR_inv0,G_MINOR_inv0,i,0.0,0.0,0.0,0
0.25,0.125,G_MINOR_inv0,G_MINOR_inv1,i6,0.03877424400692886,9.0,0.2857142857142857,1
0.375,0.125,G_MINOR_inv0,Gb_DIMINISHED_inv1,#viio6,0.8407803782873626,10.0,1.0,1
0.5,0.125,G_MINOR_inv0,G_MINOR_inv0,i,0.0,0.0,0.0,0
0.625,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
0.75,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
0.875,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
1.0,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
1.125,0.125,G_MINOR_inv0,G_MINOR_inv0,i,0.0,0.0,0.0,0
1.25,0.125,G_MINOR_inv0,G_MINOR_inv1,i6,0.03877424400692886,9.0,0.2857142857142857,1
1.375,0.125,G_MINOR_inv0,Gb_DIMINISHED_inv1,#viio6,0.8407803782873626,10.0,1.0,1
1.5,0.125,G_MINOR_inv0,G_MINOR_inv0,i,0.0,0.0,0.0,0
1.625,0.125,C_MINOR_inv0,C_MINOR_inv0,iv,0.0,0.0,0.0,0
1.75,0.125,C_MINOR_inv0,C_MINOR_inv0,iv,0.0,0.0,0.0,0
1.875,0.125,C_MINOR_inv0,C_MINOR_inv0,iv,0.0,0.0,0.0,0
2.0,0.125,C_MINOR_inv0,C_MINOR_inv0,iv,0.0,0.0,0.0,0
2.125,0.125,G_MINOR_inv1,G_MINOR_inv1,i6,0.0,0.0,0.0,0
2.25,0.125,G_MINOR_inv1,G_MINOR_inv1,i6,0.0,0.0,0.0,0
2.375,0.125,G_MINOR_inv1,G_MINOR_inv1,i6,0.0,0.0,0.0,0
2.5,0.125,G_MINOR_inv1,G_MINOR_inv1,i6,0.0,0.0,0.0,0
2.625,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
2.75,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
2.875,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
3.0,0.125,D_MAJ_MIN7_inv1,D_MAJ_MIN7_inv1,V65,0.0,0.0,0.0,0
3.125,0.125,G_MINOR_inv0,G_MINOR_inv0,i,0.0,0.0,0.0,0
3.25,0.125,G_MINOR_inv0,G_MINOR_inv0,i,0.0,0.0,0.0,0
3.375,0.125,A_DIMINISHED_inv1,A_DIMINISHED_inv1,iio6,0.0,0.0,0.0,0
3.5,0.125,A_DIMINISHED_inv1,A_DIMINISHED_inv1,iio6,0.0,0.0,0.0,0
3.625,0.1875,G_MINOR_inv2,D_MAJOR_inv0,V(64),0.0,0.0,0.2857142857142857,1
3.8125,0.03125,G_MINOR_inv2,D_MAJOR_inv0,V(64),0.0,0.0,0.2857142857142857,1
