time,matched_duration,annotation1_chord,annotation2_chord,sps,vl,tbt,binary
0.0,0.25,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.25,0.09375,C_MINOR_inv0,C_MINOR_inv0,0.0,0.0,0.0,0
0.34375,0.03125,C_MINOR_inv1,C_MINOR_inv0,0.1653287987079769,9.0,0.2857142857142857,1
0.375,0.09375,G_MAJOR_inv2,G_MAJOR_inv2,0.0,0.0,0.0,0
0.46875,0.03125,C_MINOR_inv0,G_MAJOR_inv2,0.6919806174503131,8.0,0.8571428571428572,1
0.5,0.25,Gb_DIM7_inv0,Gb_DIM7_inv0,0.0,0.0,0.0,0
0.75,0.21875,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
0.96875,0.03125,B_DIM7_inv3,G_MAJOR_inv0,0.20030556015334278,5.0,0.75,1
1.0,0.25,B_DIM7_inv3,B_DIM7_inv3,0.0,0.0,0.0,0
1.25,0.09375,B_DIM7_inv3,B_DIM7_inv3,0.0,0.0,0.0,0
1.34375,0.03125,B_DIM7_inv3,B_DIM7_inv3,0.0,0.0,0.0,0
1.375,0.09375,G_MAJOR_inv0,G_MAJOR_inv0,0.0,0.0,0.0,0
1.46875,0.03125,B_DIM7_inv2,G_MAJOR_inv0,0.16976036709273146,9.0,0.75,1
1.5,0.25,C_MINOR_inv1,B_DIM7_inv0,0.27130864424997136,14.0,0.625,1
1.75,0.21875,C_MINOR_inv1,C_MINOR_inv1,0.0,0.0,0.0,0
1.96875,0.03125,Gb_DIM7_inv3,C_MINOR_inv1,0.24443374072242785,3.0,0.5,1
2.0,0.25,Gb_DIM7_inv3,Gb_DIM7_inv3,0.0,0.0,0.0,0
2.25,0.09375,Gb_DIM7_inv3,Gb_DIM7_inv3,0.0,0.0,0.0,0
2.34375,0.03125,Gb_DIM7_inv3,Gb_DIM7_inv3,0.0,0.0,0.0,0
2.375,0.09375,D_MAJOR_inv0,D_MAJOR_inv0,0.0,0.0,0.0,0
2.46875,0.03125,Gb_DIM7_inv2,D_MAJOR_inv0,0.2603904602817384,9.0,0.75,1
2.5,0.25,Gb_DIM7_inv2,Gb_DIM7_inv2,0.0,0.0,0.0,0
2.75,0.09375,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
2.84375,0.03125,Gb_DIM7_inv3,G_MAJOR_inv1,0.8021257532686414,17.0,1.0,1
2.875,0.09375,D_MAJOR_inv0,D_MAJOR_inv0,0.0,0.0,0.0,0
2.96875,0.03125,Gb_DIM7_inv2,D_MAJOR_inv0,0.2603904602817384,9.0,0.75,1
3.0,0.25,Gb_DIM7_inv2,Gb_DIM7_inv2,0.0,0.0,0.0,0
3.25,0.125,G_MAJOR_inv1,G_MAJOR_inv1,0.0,0.0,0.0,0
3.375,0.125,C_MAJ_MIN7_inv3,C_MAJ_MIN7_inv3,0.0,0.0,0.0,0
3.5,0.125,F_MINOR_inv1,F_MINOR_inv1,0.0,0.0,0.0,0
3.625,0.125,F_MINOR_inv1,F_MINOR_inv1,0.0,0.0,0.0,0
3.75,0.03125,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.78125,0.010416666666666519,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.7916666666666665,0.005208333333333481,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.796875,0.005208333333333481,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.8020833333333335,0.010416666666666519,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.8125,0.010416666666666519,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.8229166666666665,0.005208333333333481,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.828125,0.005208333333333481,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.8333333333333335,0.010416666666666519,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.84375,0.015625,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.859375,0.015625,Bb_MAJ_MIN7_inv0,Eb_MAJOR_inv2,0.284572419188305,4.0,0.625,1
3.875,0.015625,Bb_MAJ_MIN7_inv0,Bb_MAJ_MIN7_inv0,0.0,0.0,0.0,0
3.890625,0.015625,Bb_MAJ_MIN7_inv0,Bb_MAJ_MIN7_inv0,0.0,0.0,0.0,0
3.90625,0.010416666666666519,Bb_MAJ_MIN7_inv0,Bb_MAJ_MIN7_inv0,0.0,0.0,0.0,0
3.9166666666666665,0.005208333333333481,Bb_MAJ_MIN7_inv0,Bb_MAJ_MIN7_inv0,0.0,0.0,0.0,0
