	gt_key	gt_chord	est_key	est_chord	duration	gt_chord_root	gt_chord_type	gt_chord_inv	est_chord_root	est_chord_type	est_chord_inv	root_correct	triad_correct	7th_correct	inv_correct	full_correct
0	d:KeyMode.MINOR	A:M, inv:0	g:KeyMode.MINOR	G:m, inv:0	1/4	9	ChordType.MAJOR	0	7	ChordType.MINOR	0	False	False	False	False	False
1	g:KeyMode.MINOR	F#/Gb:o, inv:1	g:KeyMode.MINOR	G:m, inv:0	1/4	6	ChordType.DIMINISHED	1	7	ChordType.MINOR	0	False	False	False	False	False
2	d:KeyMode.MINOR	G:m, inv:0	g:KeyMode.MINOR	G:m, inv:0	1/4	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
3	d:KeyMode.MINOR	G:m, inv:0	g:KeyMode.MINOR	G:m, inv:0	1/2	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
4	d:KeyMode.MINOR	G:mm7, inv:0	g:KeyMode.MINOR	G:m, inv:0	1/4	7	ChordType.MIN_MIN7	0	7	ChordType.MINOR	0	True	True	False	True	False
5	d:KeyMode.MINOR	G:mm7, inv:0	g:KeyMode.MINOR	G:m, inv:0	1/4	7	ChordType.MIN_MIN7	0	7	ChordType.MINOR	0	True	True	False	True	False
6	d:KeyMode.MINOR	G:mm7, inv:0	g:KeyMode.MINOR	D:m, inv:0	1/8	7	ChordType.MIN_MIN7	0	2	ChordType.MINOR	0	False	False	False	False	False
7	d:KeyMode.MINOR	E:o7, inv:1	g:KeyMode.MINOR	D:m, inv:0	1/8	4	ChordType.DIM7	1	2	ChordType.MINOR	0	False	False	False	False	False
8	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:M, inv:0	1/2	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
9	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:Mm7, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJ_MIN7	0	True	True	False	True	False
10	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:Mm7, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJ_MIN7	0	True	True	False	True	False
11	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:Mm7, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJ_MIN7	0	True	True	False	True	False
12	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:Mm7, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJ_MIN7	0	True	True	False	True	False
13	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:Mm7, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJ_MIN7	0	True	True	False	True	False
14	d:KeyMode.MINOR	G:M, inv:0	d:KeyMode.MINOR	A:Mm7, inv:0	1/4	7	ChordType.MAJOR	0	9	ChordType.MAJ_MIN7	0	False	False	False	False	False
15	d:KeyMode.MINOR	F:M, inv:0	d:KeyMode.MINOR	A:M, inv:0	1/4	5	ChordType.MAJOR	0	9	ChordType.MAJOR	0	False	False	False	False	False
16	d:KeyMode.MINOR	A:Mm7, inv:2	d:KeyMode.MINOR	A:Mm7, inv:0	1/4	9	ChordType.MAJ_MIN7	2	9	ChordType.MAJ_MIN7	0	True	True	True	False	False
17	d:KeyMode.MINOR	D:m, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/4	2	ChordType.MINOR	0	2	ChordType.MINOR	0	True	True	True	True	True
18	g:KeyMode.MINOR	D:Mm7, inv:0	g:KeyMode.MINOR	D:Mm7, inv:0	1/4	2	ChordType.MAJ_MIN7	0	2	ChordType.MAJ_MIN7	0	True	True	True	True	True
19	d:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	G:m, inv:0	1/4	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
20	d:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	G:m, inv:0	1/4	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
21	d:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	G:m, inv:0	1/4	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
22	d:KeyMode.MINOR	G:mm7, inv:0	d:KeyMode.MINOR	G:mm7, inv:0	1/4	7	ChordType.MIN_MIN7	0	7	ChordType.MIN_MIN7	0	True	True	True	True	True
23	d:KeyMode.MINOR	A:Mm7, inv:0	d:KeyMode.MINOR	A:M, inv:0	1/4	9	ChordType.MAJ_MIN7	0	9	ChordType.MAJOR	0	True	True	False	True	False
24	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
25	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
26	d:KeyMode.MINOR	A:M, inv:0	d:KeyMode.MINOR	A:M, inv:0	1/4	9	ChordType.MAJOR	0	9	ChordType.MAJOR	0	True	True	True	True	True
27	d:KeyMode.MINOR	D:M, inv:0	d:KeyMode.MINOR	D:M, inv:0	5/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
28	d:KeyMode.MINOR	D:M, inv:0	d:KeyMode.MINOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
29	d:KeyMode.MINOR	D:M, inv:0	d:KeyMode.MINOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
30	d:KeyMode.MINOR	D:M, inv:0	d:KeyMode.MINOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
31	g:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	G:m, inv:0	1/8	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
32	g:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	G:m, inv:0	1/8	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
33	g:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	G:m, inv:0	1/8	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
34	g:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	G:m, inv:0	1/8	7	ChordType.MINOR	0	7	ChordType.MINOR	0	True	True	True	True	True
35	g:KeyMode.MINOR	A:o7, inv:2	g:KeyMode.MINOR	A:%7, inv:2	3/8	9	ChordType.DIM7	2	9	ChordType.HALF_DIM7	2	True	True	False	True	False
36	g:KeyMode.MINOR	D#/Eb:M, inv:0	g:KeyMode.MINOR	A:%7, inv:2	1/8	3	ChordType.MAJOR	0	9	ChordType.HALF_DIM7	2	False	False	False	False	False
37	g:KeyMode.MINOR	D:M, inv:0	g:KeyMode.MINOR	D:M, inv:0	3/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
38	g:KeyMode.MINOR	D:M, inv:0	g:KeyMode.MINOR	D:M, inv:0	1/8	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
39	g:KeyMode.MINOR	D:M, inv:0	g:KeyMode.MINOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
40	g:KeyMode.MINOR	D:M, inv:0	g:KeyMode.MINOR	D:M, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MAJOR	0	True	True	True	True	True
41	g:KeyMode.MINOR	D:M, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/4	2	ChordType.MAJOR	0	2	ChordType.MINOR	0	True	False	False	True	False
42	g:KeyMode.MINOR	G:m, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/4	7	ChordType.MINOR	0	2	ChordType.MINOR	0	False	False	False	False	False
43	d:KeyMode.MINOR	F:M, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/2	5	ChordType.MAJOR	0	2	ChordType.MINOR	0	False	False	False	False	False
44	d:KeyMode.MINOR	F:M, inv:0	d:KeyMode.MINOR	F:M, inv:0	1/8	5	ChordType.MAJOR	0	5	ChordType.MAJOR	0	True	True	True	True	True
45	d:KeyMode.MINOR	F:M, inv:0	d:KeyMode.MINOR	F:M, inv:0	1/8	5	ChordType.MAJOR	0	5	ChordType.MAJOR	0	True	True	True	True	True
46	d:KeyMode.MINOR	F:M, inv:0	d:KeyMode.MINOR	F:M, inv:0	1/8	5	ChordType.MAJOR	0	5	ChordType.MAJOR	0	True	True	True	True	True
47	d:KeyMode.MINOR	F:M, inv:0	d:KeyMode.MINOR	F:M, inv:0	1/8	5	ChordType.MAJOR	0	5	ChordType.MAJOR	0	True	True	True	True	True
48	d:KeyMode.MINOR	D:m, inv:1	d:KeyMode.MINOR	D:m, inv:0	1/8	2	ChordType.MINOR	1	2	ChordType.MINOR	0	True	True	True	False	False
49	d:KeyMode.MINOR	D:m, inv:1	d:KeyMode.MINOR	D:m, inv:0	1/8	2	ChordType.MINOR	1	2	ChordType.MINOR	0	True	True	True	False	False
50	d:KeyMode.MINOR	D:m, inv:1	d:KeyMode.MINOR	D:m, inv:1	1/8	2	ChordType.MINOR	1	2	ChordType.MINOR	1	True	True	True	True	True
51	d:KeyMode.MINOR	D:m, inv:1	d:KeyMode.MINOR	D:m, inv:1	1/8	2	ChordType.MINOR	1	2	ChordType.MINOR	1	True	True	True	True	True
52	d:KeyMode.MINOR	C#/Db:o, inv:1	d:KeyMode.MINOR	A:Mm7, inv:2	3/8	1	ChordType.DIMINISHED	1	9	ChordType.MAJ_MIN7	2	False	False	False	False	False
53	d:KeyMode.MINOR	C#/Db:o, inv:1	d:KeyMode.MINOR	A:Mm7, inv:2	1/8	1	ChordType.DIMINISHED	1	9	ChordType.MAJ_MIN7	2	False	False	False	False	False
54	d:KeyMode.MINOR	D:m, inv:0	d:KeyMode.MINOR	A:Mm7, inv:2	1/2	2	ChordType.MINOR	0	9	ChordType.MAJ_MIN7	2	False	False	False	False	False
55	d:KeyMode.MINOR	D:m, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/8	2	ChordType.MINOR	0	2	ChordType.MINOR	0	True	True	True	True	True
56	d:KeyMode.MINOR	D:m, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/8	2	ChordType.MINOR	0	2	ChordType.MINOR	0	True	True	True	True	True
57	d:KeyMode.MINOR	D:m, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/8	2	ChordType.MINOR	0	2	ChordType.MINOR	0	True	True	True	True	True
58	d:KeyMode.MINOR	D:m, inv:0	d:KeyMode.MINOR	D:m, inv:0	1/8	2	ChordType.MINOR	0	2	ChordType.MINOR	0	True	True	True	True	True
59	d:KeyMode.MINOR	A:M, inv:1	d:KeyMode.MINOR	D:m, inv:0	1/8	9	ChordType.MAJOR	1	2	ChordType.MINOR	0	False	False	False	False	False
