	label	mc	mc_onset	color_name
0	C:KeyMode.MAJOR	1	0	green
1	C:M, inv:0	1	0	green
2	A:m, inv:0	1	1/2	red
3	G:KeyMode.MAJOR	1	7/8	red
4	F#:o, inv:1	1	7/8	red
5	C:KeyMode.MAJOR	2	0	green
6	G:M, inv:1	2	0	red
7	--	2	3/4	yellow
8	C:M, inv:0	3	0	green
9	--	3	1/2	red
10	--	3	3/4	green
11	F:M, inv:0	4	0	yellow
12	--	4	1/4	red
13	C:M, inv:0	4	1/2	green
14	A:m, inv:0	4	3/4	green
15	C:M, inv:0	4	7/8	red
16	a:KeyMode.MINOR	5	0	green
17	G#:o, inv:0	5	0	green
18	--	5	1/4	red
19	--	5	1/4	red
20	C:KeyMode.MAJOR	5	3/8	green
21	G:M, inv:0	5	3/8	red
22	--	5	1/2	green
23	--	5	3/4	red
24	C:M, inv:0	6	0	green
25	--	6	1/4	red
26	--	6	1/2	green
27	A:m, inv:0	7	0	red
28	F:KeyMode.MAJOR	7	1/8	red
29	C:Mm7, inv:0	7	1/8	red
30	C:KeyMode.MAJOR	7	1/4	green
31	G:Mm7, inv:0	7	1/4	red
32	F:KeyMode.MAJOR	7	3/8	red
33	C:M, inv:0	7	3/8	green
34	F:M, inv:0	7	1/2	red
35	C:KeyMode.MAJOR	7	5/8	green
36	G:Mm7, inv:3	7	5/8	red
37	--	7	3/4	green
38	F:KeyMode.MAJOR	8	0	red
39	C:M, inv:0	8	0	green
40	--	8	3/4	red
41	C:KeyMode.MAJOR	9	0	red
42	B:o7, inv:2	9	0	red
43	F:KeyMode.MAJOR	9	1/4	red
44	A:m, inv:0	9	1/4	green
45	C:KeyMode.MAJOR	9	3/8	green
46	G:M, inv:0	9	3/8	red
47	--	9	1/2	green
48	--	9	3/4	red
49	F:KeyMode.MAJOR	10	0	red
50	C:M, inv:0	10	0	green
51	--	10	1/4	red
52	--	10	1/2	green
53	C:KeyMode.MAJOR	11	0	green
54	D:m, inv:1	11	0	green
55	F:M, inv:0	11	1/2	red
56	G:KeyMode.MAJOR	11	3/4	green
57	D:Mm7, inv:1	11	3/4	green
58	C:KeyMode.MAJOR	12	0	green
59	G:M, inv:0	12	0	green
60	F:M, inv:1	12	1/2	green
61	B:o, inv:0	12	3/4	green
62	C:M, inv:0	13	0	green
63	D:m, inv:1	13	1/4	green
