	label	mc	mc_onset	color_name
0	d:KeyMode.MINOR	1	0	green
1	D:m, inv:0	1	0	green
2	G:m, inv:0	2	0	red
3	D:m, inv:0	2	1/4	red
4	--	2	1/2	green
5	G:m, inv:0	2	3/4	red
6	D:m, inv:0	3	0	green
7	--	3	1/2	red
8	G:m, inv:0	3	3/4	green
9	D:m, inv:0	4	0	green
10	--	5	1/4	yellow
11	--	5	1/2	red
12	--	5	3/4	yellow
13	A:M, inv:0	6	0	green
14	--	6	5/8	red
15	D:m, inv:0	7	0	green
16	--	7	1/4	yellow
17	C#:o, inv:1	7	1/2	green
18	D:m, inv:0	7	3/4	green
19	A:M, inv:0	8	0	green
20	--	8	5/8	red
21	--	9	3/4	yellow
22	D:m, inv:0	10	0	green
23	--	10	1/2	red
24	G:m, inv:0	11	0	red
25	Eb:M, inv:1	11	1/4	green
26	A:Mm7, inv:0	11	3/4	green
27	D:m, inv:0	12	0	green
28	--	12	3/8	red
29	A:M, inv:0	12	1/2	yellow
30	D:m, inv:0	13	0	green
31	G:m, inv:0	14	0	red
32	D:m, inv:0	14	1/4	red
33	--	14	1/2	green
34	G:m, inv:0	14	3/4	red
35	D:m, inv:0	15	0	green
36	--	15	1/2	red
37	G:m, inv:0	15	3/4	red
38	D:m, inv:0	16	0	green
39	Bb:M, inv:1	16	3/4	red
40	g:KeyMode.MINOR	17	0	green
41	A:%7, inv:1	17	0	red
42	D:M, inv:0	17	1/2	yellow
43	d:KeyMode.MINOR	18	0	red
44	G:m, inv:0	18	0	green
45	F:KeyMode.MAJOR	18	3/4	red
46	C:Mm7, inv:3	18	3/4	red
47	--	19	0	green
48	C:M, inv:0	19	0	yellow
49	C:M, inv:1	19	1/2	yellow
50	F:M, inv:0	20	0	green
51	--	20	3/4	red
52	F:M, inv:1	20	3/4	yellow
53	--	21	0	green
54	Bb:M, inv:0	21	0	green
55	--	21	1/4	red
56	--	21	1/2	red
57	--	21	3/4	red
58	--	22	0	red
59	--	22	1/4	yellow
60	C:M, inv:1	22	1/2	green
61	F:M, inv:0	23	0	green
62	--	23	1/4	red
63	C:KeyMode.MAJOR	23	1/2	green
