	gt_key	gt_chord	est_key	est_chord	duration	gt_chord_root	gt_chord_type	gt_chord_inv	est_chord_root	est_chord_type	est_chord_inv	root_correct	triad_correct	7th_correct	inv_correct	full_correct
0	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/16	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
1	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/16	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
2	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/16	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
3	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/16	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
4	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/16	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
5	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/16	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
6	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/16	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
7	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/16	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
8	d:KeyMode.MINOR	C#/Db:o7, inv:0	b:KeyMode.MINOR	A#/Bb:o7, inv:0	1/2	1	ChordType.DIM7	0	10	ChordType.DIM7	0	False	False	False	False	False
9	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/2	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
10	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
11	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
12	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
13	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
14	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/4	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
15	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/4	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
16	d:KeyMode.MINOR	C#/Db:o7, inv:0	b:KeyMode.MINOR	A#/Bb:o7, inv:1	1/4	1	ChordType.DIM7	0	10	ChordType.DIM7	1	False	False	False	False	False
17	d:KeyMode.MINOR	C#/Db:o7, inv:0	b:KeyMode.MINOR	A#/Bb:o7, inv:1	1/4	1	ChordType.DIM7	0	10	ChordType.DIM7	1	False	False	False	False	False
18	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/2	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
19	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/4	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
20	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/4	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
21	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/4	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
22	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/4	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
23	d:KeyMode.MINOR	C#/Db:o7, inv:0	b:KeyMode.MINOR	A#/Bb:o7, inv:1	1/4	1	ChordType.DIM7	0	10	ChordType.DIM7	1	False	False	False	False	False
24	d:KeyMode.MINOR	C#/Db:o7, inv:0	b:KeyMode.MINOR	A#/Bb:o7, inv:1	1/4	1	ChordType.DIM7	0	10	ChordType.DIM7	1	False	False	False	False	False
25	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/4	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
26	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/4	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
27	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
28	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
29	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
30	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/8	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
31	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	A:Mm7, inv:1	1/2	1	ChordType.DIM7	0	9	ChordType.MAJ_MIN7	1	False	False	False	False	False
32	d:KeyMode.MINOR	C#/Db:o7, inv:0	b:KeyMode.MINOR	A#/Bb:o7, inv:1	1/2	1	ChordType.DIM7	0	10	ChordType.DIM7	1	False	False	False	False	False
33	d:KeyMode.MINOR	C#/Db:o7, inv:0	D:KeyMode.MAJOR	C#/Db:o7, inv:0	1/12	1	ChordType.DIM7	0	1	ChordType.DIM7	0	True	True	True	True	True
