	label	mc	mc_onset	color_name
0	D:KeyMode.MAJOR	1	5/8	red
1	A:M, inv:0	1	5/8	green
2	D:M, inv:0	2	0	green
3	A:KeyMode.MAJOR	2	1/2	green
4	E:M, inv:0	2	1/2	green
5	D:KeyMode.MAJOR	3	0	red
6	A:M, inv:0	3	0	green
7	D:M, inv:1	3	1/2	green
8	A:KeyMode.MAJOR	4	0	green
9	E:Mm7, inv:0	4	0	yellow
10	--	4	3/8	red
11	--	4	1/2	green
12	D:KeyMode.MAJOR	5	0	red
13	A:M, inv:0	5	0	red
14	--	5	1/4	green
15	D:M, inv:0	6	0	green
16	--	6	1/2	red
17	b:KeyMode.MINOR	7	0	green
18	F#:M, inv:0	7	0	green
19	F#:Mm7, inv:0	7	1/2	yellow
20	--	8	0	red
21	B:m, inv:0	8	0	green
22	--	8	3/8	yellow
23	D:KeyMode.MAJOR	8	1/2	green
24	A:Mm7, inv:0	8	1/2	red
25	--	8	5/8	yellow
26	--	9	0	red
27	A:Mm7, inv:1	9	0	red
28	A:KeyMode.MAJOR	9	1/4	green
29	B:mm7, inv:1	9	1/4	red
30	--	9	1/2	red
31	--	9	1/2	red
32	E:KeyMode.MAJOR	10	0	red
33	B:Mm7, inv:2	10	0	red
34	--	10	1/2	green
35	--	10	1/2	green
36	--	10	5/8	red
37	A:KeyMode.MAJOR	11	0	green
38	E:Mm7, inv:1	11	0	green
39	A:M, inv:0	11	1/4	green
40	D:M, inv:1	11	1/2	green
41	E:Mm7, inv:1	12	0	green
42	A:M, inv:0	12	1/4	green
43	D:M, inv:1	12	1/2	green
44	E:Mm7, inv:1	13	0	green
45	A:M, inv:0	13	1/4	green
46	E:KeyMode.MAJOR	13	1/2	green
47	D#:o, inv:1	13	1/2	green
48	A:KeyMode.MAJOR	14	0	green
49	E:M, inv:0	14	0	green
50	--	14	1/2	red
51	--	14	11/16	yellow
52	E:Mm7, inv:0	15	0	yellow
53	D:KeyMode.MAJOR	15	1/2	red
54	A:Mm7, inv:2	15	1/2	red
55	A:KeyMode.MAJOR	16	0	green
56	E:M, inv:0	16	0	red
57	--	16	3/16	yellow
58	--	16	1/4	yellow
59	--	16	1/2	green
60	D:KeyMode.MAJOR	17	0	red
61	A:M, inv:0	17	0	red
62	A:KeyMode.MAJOR	17	1/8	green
63	E:Mm7, inv:2	17	1/8	red
64	--	17	1/4	yellow
65	E:M, inv:0	17	1/2	green
66	D:KeyMode.MAJOR	18	0	red
67	E:m, inv:0	18	0	red
68	A:KeyMode.MAJOR	19	0	green
69	E:M, inv:0	19	0	green
70	D:KeyMode.MAJOR	19	1/2	red
71	A:M, inv:2	19	1/2	red
72	A:KeyMode.MAJOR	20	0	yellow
73	E:M, inv:1	20	0	green
74	--	20	3/4	red
75	G#:o, inv:0	21	0	green
76	D:KeyMode.MAJOR	21	1/4	red
77	G:M, inv:1	21	1/4	red
78	A:KeyMode.MAJOR	21	1/2	yellow
79	E:Mm7, inv:3	21	1/2	green
80	--	21	3/4	red
81	D:KeyMode.MAJOR	21	7/8	red
82	A:m, inv:0	21	7/8	red
83	A:KeyMode.MAJOR	22	0	yellow
84	E:Mm7, inv:3	22	0	red
85	--	22	1/4	red
86	--	22	1/2	red
87	D:KeyMode.MAJOR	22	3/4	red
88	G:M, inv:1	22	3/4	red
89	A:KeyMode.MAJOR	23	0	yellow
90	E:Mm7, inv:3	23	0	red
91	--	23	1/4	green
92	D:KeyMode.MAJOR	23	3/8	red
93	B:mm7, inv:0	23	3/8	red
94	A:KeyMode.MAJOR	23	1/2	yellow
95	G#:o, inv:1	23	1/2	green
96	D:KeyMode.MAJOR	23	11/16	red
97	A:m, inv:0	23	11/16	red
98	A:KeyMode.MAJOR	23	3/4	yellow
99	E:Mm7, inv:1	23	3/4	red
100	D:KeyMode.MAJOR	23	15/16	red
101	A:m, inv:2	23	15/16	red
102	A:KeyMode.MAJOR	24	0	yellow
103	E:Mm7, inv:0	24	0	green
104	--	24	3/4	yellow
105	--	25	1/4	red
106	--	25	1/2	red
107	--	25	3/4	red
108	D:KeyMode.MAJOR	26	0	red
109	A:M, inv:0	26	0	red
110	--	26	1/4	red
111	A:KeyMode.MAJOR	26	1/2	yellow
112	G#:o7, inv:0	26	1/2	red
113	--	26	3/4	red
114	D:KeyMode.MAJOR	27	0	red
115	A:M, inv:1	27	0	red
116	--	27	1/4	red
117	A:KeyMode.MAJOR	27	1/2	yellow
118	E:Mm7, inv:2	27	1/2	red
119	--	27	3/4	green
120	D:KeyMode.MAJOR	28	0	red
121	A:m, inv:0	28	0	green
122	--	28	1/2	red
123	A:KeyMode.MAJOR	29	0	yellow
124	E:Mm7, inv:1	29	0	red
125	--	29	1/4	red
126	--	29	1/2	green
127	--	29	3/4	yellow
128	D:KeyMode.MAJOR	30	0	red
129	A:m, inv:0	30	0	green
130	--	30	1/2	red
131	B:mm7, inv:0	31	0	red
132	A:KeyMode.MAJOR	31	1/4	yellow
133	E:Mm7, inv:0	31	1/4	red
134	--	31	1/2	yellow
135	--	31	3/4	green
136	D:KeyMode.MAJOR	32	0	red
137	A:m, inv:0	32	0	green
138	--	32	1/2	red
139	--	32	1/2	red
140	--	33	0	red
141	F:M, inv:0	33	0	green
142	F:M, inv:1	33	3/4	yellow
143	F:M, inv:0	34	0	green
144	--	34	1/4	red
145	A:KeyMode.MAJOR	34	3/4	red
146	E:M, inv:1	34	3/4	red
147	--	35	0	yellow
148	E:M, inv:0	35	0	green
149	D:KeyMode.MAJOR	35	3/4	red
150	E:m, inv:0	35	3/4	red
151	A:KeyMode.MAJOR	36	0	yellow
152	E:M, inv:0	36	0	green
153	--	36	1/4	red
154	--	36	1/2	red
155	--	36	3/4	red
156	D:KeyMode.MAJOR	37	0	red
157	A:M, inv:0	37	0	red
158	--	37	1/4	red
159	--	37	1/2	red
160	--	37	3/4	red
161	A:KeyMode.MAJOR	38	0	yellow
162	E:Mm7, inv:2	38	0	red
163	--	38	1/4	yellow
164	D:KeyMode.MAJOR	38	1/2	red
165	D:m, inv:2	38	1/2	red
166	A:KeyMode.MAJOR	38	3/4	yellow
167	E:Mm7, inv:2	38	3/4	red
168	--	38	15/16	green
169	D:KeyMode.MAJOR	39	0	red
170	A:m, inv:0	39	0	green
171	--	39	1/2	red
172	A:KeyMode.MAJOR	40	0	yellow
173	E:Mm7, inv:2	40	0	red
174	--	40	1/4	red
175	--	40	1/2	yellow
176	--	40	3/4	yellow
177	D:KeyMode.MAJOR	41	0	red
178	A:m, inv:0	41	0	green
179	--	41	1/2	red
180	A:KeyMode.MAJOR	42	0	yellow
181	E:Mm7, inv:2	42	0	red
182	D:KeyMode.MAJOR	42	1/4	red
183	A:M, inv:0	42	1/4	red
184	A:KeyMode.MAJOR	42	1/2	yellow
185	E:Mm7, inv:1	42	1/2	green
186	--	42	3/4	yellow
187	D:KeyMode.MAJOR	43	0	red
188	A:m, inv:0	43	0	green
189	--	44	0	red
190	G:M, inv:0	44	0	red
191	G:KeyMode.MAJOR	44	1/2	red
192	D:Mm7, inv:3	44	1/2	red
193	F#:o, inv:0	45	0	red
194	F#:%7, inv:0	45	1/4	green
195	D:KeyMode.MAJOR	45	3/8	red
196	A:M, inv:2	45	3/8	red
197	G:KeyMode.MAJOR	45	1/2	red
198	C:M, inv:1	45	1/2	green
199	D:KeyMode.MAJOR	45	7/8	red
200	C#:o, inv:1	45	7/8	red
201	e:KeyMode.MINOR	46	0	green
202	B:Mm7, inv:1	46	0	green
203	B:Mm7, inv:0	46	1/8	yellow
204	--	46	1/4	yellow
205	--	46	1/2	yellow
206	--	46	3/4	red
207	--	46	7/8	yellow
208	E:m, inv:0	47	0	green
209	--	47	1/8	yellow
210	--	47	1/4	yellow
211	--	47	1/2	green
212	E:m, inv:1	47	3/4	green
213	A:m, inv:0	48	0	green
214	--	48	1/2	yellow
215	E:m, inv:2	48	3/4	green
216	A:m, inv:0	49	0	yellow
217	--	49	1/4	red
218	--	49	1/2	red
219	E:m, inv:2	49	3/4	green
220	B:KeyMode.MAJOR	50	0	green
221	F#:Mm7, inv:1	50	0	red
222	--	50	1/8	green
223	--	50	1/4	red
224	--	50	1/4	red
225	--	50	1/2	green
226	--	50	1/2	yellow
227	e:KeyMode.MINOR	50	3/4	green
228	E:m, inv:0	50	3/4	red
229	--	50	7/8	yellow
230	B:KeyMode.MAJOR	51	0	green
231	F#:Mm7, inv:1	51	0	red
232	--	51	1/8	green
233	--	51	1/4	red
234	--	51	1/4	red
235	--	51	1/2	green
236	--	51	1/2	yellow
237	--	51	3/4	yellow
238	e:KeyMode.MINOR	52	0	green
239	B:M, inv:0	52	0	green
240	--	52	3/4	red
241	E:m, inv:0	53	0	red
242	--	53	1/4	red
243	--	53	1/4	red
244	--	53	3/4	green
245	--	53	3/4	red
246	B:M, inv:0	54	0	green
247	--	54	1/4	yellow
248	--	54	1/2	green
249	B:KeyMode.MAJOR	54	3/4	red
250	A#:M, inv:1	54	3/4	red
251	e:KeyMode.MINOR	55	0	green
252	B:Mm7, inv:0	55	0	red
253	--	55	1/4	red
254	--	55	1/2	red
255	--	55	3/4	green
256	E:m, inv:0	56	0	green
257	--	56	1/4	red
258	--	56	3/4	red
259	E:m, inv:1	57	0	red
260	B:KeyMode.MAJOR	57	1/4	green
261	A#:M, inv:1	57	1/4	red
262	--	57	1/2	red
263	--	57	1/2	red
264	--	57	3/4	red
265	--	57	3/4	red
266	e:KeyMode.MINOR	58	0	green
267	F#:%7, inv:1	58	0	yellow
268	B:M, inv:0	58	1/4	green
269	--	58	1/2	red
270	--	58	3/4	red
271	E:m, inv:0	59	0	red
272	--	59	1/4	green
273	B:M, inv:0	59	1/2	green
274	--	59	3/4	yellow
275	E:m, inv:0	60	0	green
276	--	60	1/4	red
277	--	60	1/2	yellow
278	--	60	3/4	yellow
279	B:M, inv:0	61	0	yellow
280	--	61	1/2	yellow
281	--	61	3/4	yellow
