mc	mc_onset	color_name	label
1	0	black	C_dcml
1	0	red	C_fh
2	0	black	G
2	0	red	G
3	0	black	G7
3	0	red	G7
4	0	black	C
4	0	red	C
5	1/2	black	G7_2
5	1/2	red	G7
5	3/4	black	G7
6	0	black	C
6	0	red	C
6	1/2	black	G7_2
6	1/2	red	G7
6	3/4	black	G7
7	0	black	C_1
7	0	red	C
7	1/4	black	C
7	1/2	black	dm7_1
7	1/2	red	dm7
7	3/4	black	dm7
8	0	black	G
8	0	red	G
8	1/2	black	C
8	1/2	red	C
9	1/2	black	G_1
9	1/2	red	G7_1
9	3/4	black	G7_1
10	0	black	C_2
10	0	red	C
10	1/4	black	C
10	1/2	black	G_1
10	1/2	red	G7_1
10	3/4	black	G7_1
11	0	black	C_2
11	0	red	C
11	1/4	black	C
11	1/2	black	a_1
11	1/2	red	gb%7
11	3/4	black	gbo
12	0	black	G
12	0	red	C_2
12	1/2	black	G7
12	1/2	red	G7
13	0	black	C
13	0	red	C
13	3/4	black	C_1
14	1/4	black	C_2
14	3/4	black	C
15	1/8	black	bo
15	3/8	black	a
15	5/8	black	G
15	7/8	black	F
16	0	red	F
16	1/8	black	e
16	3/8	black	d
16	1/2	red	G7
16	5/8	black	C
16	7/8	black	bo
17	0	black	C
17	0	red	C
17	3/4	black	C_1
18	1/4	black	C_2
18	3/4	black	C
19	0	red	a
19	1/8	black	bo
19	1/4	black	abo
19	3/8	black	a
19	1/2	black	e
19	1/2	red	A7
19	5/8	black	F
19	3/4	black	b%7
19	7/8	black	dbo
20	0	black	d
20	0	red	d
20	1/2	black	d_1
20	3/4	black	D_1
20	3/4	red	D7_1
20	7/8	black	gbo
21	0	black	G
21	0	red	G7
21	1/2	black	G7_2
22	0	black	C
22	0	red	C
22	1/2	black	G7_1
22	1/2	red	G7_1
22	3/4	black	C
22	3/4	red	C
23	0	black	G
23	0	red	G7
23	1/2	black	G7_2
24	0	black	C
24	0	red	C
24	1/2	black	G7_1
24	1/2	red	G7_1
24	3/4	black	C
24	3/4	red	C
25	0	black	G
25	0	red	G
27	0	black	g
27	0	red	g
28	0	black	A7_3
28	0	red	A7_3
29	0	black	D7_1
29	0	red	D7_1
30	0	black	G7_3
30	0	red	G7_3
31	0	black	c_1
31	0	red	c_1
31	1/2	black	g_2
31	1/2	red	g_2
32	0	black	A_1
32	0	red	A7_1
32	3/4	black	A7_1
33	0	black	d
33	0	red	d
34	0	black	E7_3
34	0	red	E7_3
35	0	black	A7_1
35	0	red	A7_1
36	0	black	D7_3
36	0	red	D7_3
37	0	black	g_1
37	0	red	g_1
37	1/2	black	d_2
37	1/2	red	d_2
38	0	black	E_1
38	0	red	E7_1
38	1/4	black	E
38	3/4	black	E7
39	0	black	a
39	0	red	a
39	3/4	black	E7_3
39	3/4	red	E7_3
40	0	black	a
40	0	red	a
40	1/2	black	D7
40	1/2	red	D7
41	0	black	g
41	0	red	g
41	3/4	black	D7_3
41	3/4	red	D7_3
42	0	black	g
42	0	red	g
42	1/2	black	dbo_1
42	1/2	red	Db
43	0	black	D
43	0	red	D
43	3/4	black	A7_3
43	3/4	red	A7_3
44	0	black	D
44	0	red	D
44	3/4	black	A7_3
44	3/4	red	A7_3
45	0	black	D
45	0	red	D
46	1/2	red	D7
47	0	black	G
47	0	red	G
48	0	black	G_1
48	0	red	G_1
49	0	black	D7_3
49	0	red	D7_3
50	0	black	D7_2
50	0	red	D7_2
51	0	black	G_1
51	0	red	G_1
52	0	black	em7_1
52	0	red	em7_1
53	0	black	A7
53	0	red	A7
54	0	black	D
54	0	red	D7
55	0	black	G
55	0	red	G
56	0	black	G_1
56	0	red	G_1
57	0	black	D7_2
57	0	red	D7_2
58	0	black	D7_3
58	0	red	D7_3
59	0	black	G_1
59	0	red	G_1
60	0	black	G7
60	0	red	G7
61	0	black	C
61	0	red	C
61	3/4	black	C_1
62	1/4	black	C_2
63	0	black	D7_3
63	0	red	D7_3
63	3/4	black	D7_1
64	1/4	black	D7_3
65	0	black	G_1
65	0	red	G_1
65	1/4	black	G
65	3/4	black	G_1
66	1/4	black	G_2
66	3/4	black	G
67	0	red	G
69	0	black	G_1
69	0	red	G_1
69	1/4	black	gbo_1
69	1/4	red	D7_2
69	1/2	black	G
69	1/2	red	G
69	3/4	black	D_1
69	3/4	red	D_1
70	0	black	e
70	0	red	e
70	1/4	black	b_1
70	1/4	red	b_1
70	1/2	black	C
70	1/2	red	C
70	3/4	black	G_1
70	3/4	red	G_1
71	0	black	a
71	0	red	a
71	1/4	black	e_1
71	1/4	red	e_1
71	1/2	black	gbo
71	1/2	red	D_1
71	3/4	black	dbo_1
71	3/4	red	dbo_1
72	0	black	D
72	0	red	D7
72	1/4	black	D7_3
72	1/2	black	em7_2
72	3/4	black	D_2
73	0	black	G
73	0	red	G
74	0	black	G_2
74	0	red	G+_2
75	0	black	e
75	0	red	e
76	0	black	C
76	0	red	C
76	1/2	black	D
76	1/2	red	D
77	0	black	G
77	0	red	G
77	1/2	black	C
77	1/2	red	a
78	1/4	black	a
78	1/2	black	D7
78	1/2	red	D7
79	0	black	G
79	0	red	G
79	1/2	black	C
79	1/2	red	a
80	1/4	black	a
80	1/2	black	D7
80	1/2	red	D7
81	0	black	G
81	0	red	G
81	1/2	black	C
81	1/2	red	a
82	1/4	black	a
82	1/2	black	D_1
82	1/2	red	D
82	3/4	black	D
83	0	black	G_1
83	0	red	G
83	1/4	black	G
83	1/2	black	dbo_1
83	1/2	red	dbo
83	3/4	black	dbo
84	0	black	D
84	0	red	D
84	1/2	black	D7
84	1/2	red	D7
85	0	black	G
85	0	red	G
85	3/4	black	dbo
85	7/8	black	D
86	0	black	e
86	0	red	D7_2
86	1/2	black	a
86	3/4	black	gbo_1
87	0	black	G
87	0	red	G
88	0	black	D
88	0	red	D_1
88	1/2	red	D7
88	5/8	black	D7_3
88	3/4	black	G_1
88	7/8	black	D7_2
89	0	black	G
89	0	red	G
89	1/2	black	D7
89	1/2	red	D7
91	0	black	G
91	0	red	G
91	1/2	black	D
91	1/2	red	bo
92	1/4	black	G_1
92	1/2	black	G7_3
92	1/2	red	G7_3
93	0	black	c_1
93	0	red	c_1
93	1/2	black	G
93	1/2	red	eo
94	1/4	black	C_1
94	1/2	black	C7_3
94	1/2	red	C7_3
95	0	black	f_1
95	0	red	f_1
95	1/2	red	f
96	1/4	black	f
96	1/2	black	Bb_1
96	1/2	red	Bb
96	3/4	black	Bb
97	0	black	Bb_2
97	0	red	Bb_1
97	1/4	black	Bb_1
97	1/2	black	Bb7_3
97	1/2	red	f
97	3/4	black	Bb7_2
98	0	black	Bb7
98	0	red	Bb7
100	0	black	bo7
100	0	red	bo7
102	0	black	C
102	0	red	f_2
104	0	black	Db7
104	0	red	Db7
106	0	black	gb_2
106	0	red	gb_2
108	0	black	A7_1
108	0	red	A7_1
110	0	black	D
110	0	red	D
111	0	black	A
111	0	red	A
112	0	black	A7
112	0	red	A7
