mc	mc_onset	color_name	label
1	0	black	C_dcml
1	0	red	C_fh
2	3/4	black	D7_3
2	3/4	red	D7_3
3	0	black	G_1
3	0	red	G_1
5	0	black	Bb
5	0	red	Bb
6	3/4	black	C7_3
6	3/4	red	C7_3
7	0	black	F_1
7	0	red	F_1
8	0	black	f_1
8	0	red	f_1
9	0	black	G7
9	0	red	G7
9	3/4	black	d%7_2
9	3/4	red	f_1
10	0	black	G7
10	0	red	G7
10	1/4	black	d%7_2
10	1/4	red	f_1
10	1/2	black	G7
10	1/2	red	G7
10	3/4	black	d%7_2
10	3/4	red	f_1
11	0	black	G7
11	0	red	G7
12	0	black	c
12	0	red	c
13	0	black	G
13	0	red	G
14	0	black	C
14	0	red	C
15	3/4	black	D7_3
15	3/4	red	D7_3
16	0	black	G_1
16	0	red	G_1
18	0	black	d
18	0	red	d
19	3/4	black	E7_3
19	3/4	red	E7_3
20	0	black	a_1
20	0	red	a_1
22	0	black	Bb
22	0	red	bbo_1
23	0	black	B7
23	0	red	B
23	1/2	black	e_2
24	0	black	B7
24	0	red	B7
24	1/2	black	e_2
24	1/2	red	B
25	0	black	B7
25	1/2	black	e_2
26	0	black	B7
26	0	red	B7
26	1/2	black	e_2
26	1/2	red	B
27	0	black	B
27	1/4	black	e_2
27	1/4	red	e
27	1/2	black	B
27	1/2	red	B
27	3/4	black	e_2
27	3/4	red	e
28	0	black	B
28	0	red	B
28	1/4	black	e_2
28	1/2	black	B
28	3/4	black	e_2
29	0	black	B
29	1/4	red	B_2
29	1/2	red	B_1
29	3/4	red	B
30	0	red	B_2
30	1/4	red	B_1
30	1/2	red	B
31	1/4	red	A_1
31	1/2	red	B_1
31	3/4	red	A_1
32	0	red	B_1
32	1/4	red	E
32	1/2	red	ebo_1
32	3/4	red	E
33	0	black	B7
33	0	red	ebo_1
33	1/4	red	E_1
33	1/2	red	ebo_1
33	3/4	red	E_1
34	0	red	A
34	1/4	red	B7
34	1/2	red	A_1
34	3/4	red	ebo
35	0	black	E
35	0	red	E
35	1/2	black	B7
35	1/2	red	B7
35	3/4	black	db
35	3/4	red	db
36	0	black	Ab7
36	0	red	Ab7
36	1/2	black	A
36	1/2	red	A
37	0	black	B7_2
37	0	red	B7_2
37	1/2	black	E_1
37	1/2	red	E_1
37	3/4	black	gbm7_1
37	3/4	red	gbm7_1
38	0	black	E_2
38	0	red	B
38	1/2	black	B7
38	3/4	red	B7
39	0	black	E
39	0	red	E
39	1/2	black	B7
39	1/2	red	B7
39	3/4	black	db
39	3/4	red	db
40	0	black	Ab7
40	0	red	Ab7
40	1/2	black	A
40	1/2	red	A
41	0	black	E_2
41	0	red	B
41	1/4	black	B7
41	1/4	red	B7
42	0	black	E
42	0	red	E
43	1/2	black	B7
43	1/2	red	B7
43	3/4	black	db
43	3/4	red	db
44	0	black	Ab7
44	0	red	Ab7
44	1/2	black	A
44	1/2	red	A
45	0	black	B7_2
45	0	red	B7_2
45	1/2	black	E_1
45	1/2	red	E_1
45	3/4	black	gbm7_1
45	3/4	red	gb_1
46	0	black	E_2
46	0	red	B
46	1/2	black	B7
46	3/4	red	B7
46	5/6	red	dbm7
47	0	black	E
47	0	red	E
47	1/2	black	B7
47	1/2	red	B7
47	3/4	black	db
47	3/4	red	db
48	0	black	Ab7
48	0	red	Ab7
48	1/2	black	A
48	1/2	red	A
49	0	black	E_2
49	0	red	B
49	1/4	black	B7
49	1/4	red	B7
50	0	black	E
50	0	red	E
50	1/4	red	B
50	1/2	black	B7
50	3/4	red	B7
51	0	black	E_2
51	0	red	B
51	1/2	black	B7
51	1/2	red	B7
52	0	black	E
52	0	red	E_1
52	1/4	red	B
52	1/2	black	B7_2
52	3/4	red	B7_1
53	0	black	E_1
53	0	red	B
53	1/4	red	E
53	1/2	black	B7_3
53	1/2	red	B7_1
53	3/4	red	B7_2
54	0	black	E_1
54	0	red	E_1
54	1/4	red	E
54	1/2	black	B7_1
54	1/2	red	B7_1
54	3/4	red	B7
55	0	black	E_1
55	0	red	E
55	1/4	red	B
55	1/2	black	B7_2
55	1/2	red	B7_2
55	3/4	red	B7_3
56	0	black	E_1
56	0	red	E_1
56	1/4	red	E
56	1/2	black	B7_2
56	1/2	red	B7_2
56	3/4	red	B7_3
57	0	black	E_1
57	0	red	E_1
57	1/4	red	E
57	1/2	black	B7_2
57	1/2	red	B7_2
57	3/4	red	B7_3
58	0	black	E_1
58	0	red	E
58	1/4	black	B7_2
58	1/4	red	B7_2
58	1/2	black	E_1
58	1/2	red	E
58	3/4	black	B7_2
58	3/4	red	B7_2
59	0	black	E_1
59	0	red	E_1
59	1/8	black	B7_3
59	1/8	red	B7_3
59	1/4	black	E_1
59	1/4	red	E_1
59	3/8	black	B7_3
59	3/8	red	B7_3
59	1/2	black	E_1
59	1/2	red	E_1
59	5/8	black	B7_3
59	5/8	red	B7_3
59	3/4	black	E_1
59	3/4	red	E_1
59	7/8	black	B7_3
59	7/8	red	B7_3
60	0	black	E_1
60	0	red	E_1
60	1/8	black	E7_1
60	1/8	red	E7_1
62	0	black	A
62	0	red	A
64	0	black	Gb7_1
64	0	red	Gb7_1
66	0	black	E_2
66	0	red	B
67	1/2	red	E_1
67	3/4	red	E
70	0	black	ebo7
70	0	red	B7
72	0	black	eb%7
72	0	red	B7_1
73	0	black	B7_1
74	0	black	E
74	0	red	E
74	1/2	black	E7
74	1/2	red	E7
75	0	black	a_2
75	0	red	E
75	1/2	black	E7
75	1/2	red	E7
76	0	black	a
76	0	red	a
76	1/2	black	gbo_1
76	1/2	red	gbo_1
77	0	black	e_2
77	0	red	B
77	1/2	black	B7
77	1/2	red	B7
78	0	black	e
78	0	red	E
78	1/2	black	E7
78	1/2	red	E7
79	0	black	a_2
79	0	red	E
79	1/2	black	E7
79	1/2	red	E7
80	0	black	a
80	0	red	a
80	1/2	black	gbo_1
80	1/2	red	gbo_1
81	0	black	e_2
81	0	red	B
81	1/2	black	B7
81	1/2	red	B7
82	0	black	e
82	0	red	e
82	1/4	black	e_1
82	1/4	red	e_1
82	1/2	black	gbo_1
82	1/2	red	a
82	3/4	red	F_1
83	0	black	e_2
83	0	red	B
83	1/2	black	B7
83	1/2	red	B7
84	0	black	C
84	0	red	C
84	1/4	black	C_1
84	1/4	red	C_1
84	1/2	black	d_1
84	1/2	red	F
84	3/4	red	d_1
85	0	black	C_2
85	0	red	G
85	1/2	black	G7
85	1/2	red	G7
88	0	black	C
88	0	red	C
88	1/4	black	F_1
88	1/4	red	F_1
88	1/2	black	g_1
88	1/2	red	Bb
88	3/4	red	g_1
89	0	black	F_2
89	0	red	C
89	1/2	black	C7
89	1/2	red	C7
90	0	black	d
90	0	red	d
90	1/4	black	F_1
90	1/4	red	F_1
90	1/2	black	g_1
90	1/2	red	Bb
90	3/4	red	g_1
91	0	black	F_2
91	0	red	C
91	1/2	black	C7
91	1/2	red	C7
92	0	black	F
92	0	red	F
93	3/4	black	G7_3
