mc	mc_onset	color_name	label
1	7/16	black	G_dcml
1	7/16	red	G_fh
9	1/4	black	e
9	1/4	red	e
10	0	black	D_2
10	0	red	A
11	1/4	black	A7
11	1/4	red	A7
12	0	black	D
12	0	red	D
12	7/16	red	F
13	0	black	F
20	1/4	black	d
20	1/4	red	d
21	0	black	C_2
21	0	red	G
22	1/4	black	G7
22	1/4	red	G7
23	0	black	C
23	0	red	C
24	1/4	black	a
24	1/4	red	a
25	0	black	G_2
25	0	red	D
26	1/4	black	D
27	0	black	G
27	0	red	G
28	0	black	G_2
28	0	red	D
28	1/4	black	D
29	0	black	G
29	0	red	G
30	0	black	G_2
30	0	red	D
30	1/4	black	D
31	0	black	G
31	0	red	G
32	0	black	D7
33	0	black	G
34	0	black	D7
35	0	black	G
36	0	black	D7
37	0	black	G
38	0	black	D
38	0	red	D
39	0	black	G
39	0	red	G
40	0	black	D
40	0	red	D
46	7/16	red	G
47	0	black	G
54	1/4	black	e
54	1/4	red	e
55	0	black	Gb
55	0	red	Gb
56	0	black	e_1
56	0	red	e_1
56	1/4	black	F
56	1/4	red	fo_1
57	0	black	Gb
57	0	red	Gb
58	0	black	e_1
58	0	red	e_1
58	1/4	black	e
58	1/4	red	e
59	0	black	Gb
59	0	red	Gb
60	0	black	e_1
60	0	red	e_1
60	1/4	black	F
60	1/4	red	fo_1
61	0	black	Gb
61	0	red	Gb
62	0	black	e_1
62	0	red	e_1
62	1/4	black	F
62	1/4	red	fo_1
63	0	black	Gb
63	0	red	Gb
64	0	black	e_1
64	0	red	e_1
64	1/4	black	F
64	1/4	red	fo_1
65	0	black	Gb
65	0	red	Gb
67	0	black	B
67	0	red	B
69	0	black	Gb7
69	0	red	Gb7
70	0	black	Gb7_1
70	1/4	black	Gb7
71	0	black	B
71	0	red	B
73	0	black	Gb7
73	0	red	Gb7
74	0	black	B
74	0	red	B
74	1/16	black	b
75	0	red	b
75	1/8	red	b_1
76	0	red	b
76	1/8	red	b_1
76	3/8	red	b
77	0	black	Gb7_1
77	0	red	Gb7_1
77	1/8	red	Gb7
77	1/4	red	Gb
78	1/4	red	Gb7_2
79	0	black	b
79	0	red	b
79	1/8	red	b_1
79	1/4	black	fo7_3
79	1/4	red	fo7_3
80	0	black	A7_1
80	0	red	A7_1
81	0	black	D
81	0	red	D
81	1/8	red	D_1
81	1/4	black	co7_2
81	1/4	red	co7_2
