mc	mc_onset	color_name	label
1	0	black	G_dcml
1	0	red	G_fh
2	1/4	black	G_1
2	1/4	red	G_1
2	1/2	black	D_2
2	1/2	red	gbo_1
2	3/4	black	G
2	3/4	red	G
3	0	black	D_1
3	0	red	D_1
3	1/4	black	D
3	1/4	red	D
3	1/2	black	G
3	1/2	red	G
3	3/4	black	G7_3
3	3/4	red	G7_3
4	0	black	em7
4	0	red	C_1
4	1/4	black	D7_1
4	1/4	red	gbo
4	1/2	black	G
4	1/2	red	G
6	1/4	black	G_1
6	1/4	red	G_1
6	1/2	black	D_2
6	1/2	red	D_2
6	3/4	black	G
6	3/4	red	G
7	0	black	D_1
7	0	red	D_1
7	1/4	black	D
7	1/4	red	D
7	1/2	black	G
7	1/2	red	G
7	3/4	black	G7_3
7	3/4	red	G7_3
8	0	black	em7
8	0	red	C_1
8	1/4	black	D7_1
8	1/4	red	gbo
8	1/2	black	G
8	1/2	red	G
9	0	black	a_1
9	0	red	E
9	1/4	red	a_1
10	0	black	G_1
10	0	red	D
10	1/4	red	G_1
11	0	black	C
11	0	red	C
11	1/2	black	D
11	1/2	red	D
12	0	black	G
12	0	red	G
13	0	black	a_1
13	0	red	E
13	1/4	red	a_1
14	0	black	A7_1
14	1/4	red	A_1
15	0	black	D7
15	0	red	D
15	1/2	red	D7
16	0	black	G_2
16	0	red	D
17	0	black	D7
17	1/2	red	D7
18	0	black	G_2
18	0	red	D
19	0	black	D
19	1/4	black	G_2
19	1/2	black	D
19	3/4	black	G_2
20	0	black	D
21	0	black	D_1
21	0	red	D_1
21	1/4	black	A7_3
21	1/4	red	A7_3
21	1/2	black	D_1
21	1/2	red	D_1
21	3/4	black	A_1
21	3/4	red	A_1
22	0	black	D
22	0	red	D
22	1/4	black	A_1
22	1/4	red	A_1
22	1/2	black	A
22	1/2	red	A
23	0	black	A7_3
23	0	red	A7_3
23	1/4	black	D_1
23	1/4	red	D_1
23	1/2	black	A_2
23	1/2	red	A_2
23	3/4	black	D
23	3/4	red	D
24	0	black	A7_1
24	0	red	A7_1
24	1/4	black	D
24	1/4	red	D
25	0	black	e_1
25	0	red	e_1
25	1/2	black	D_1
25	1/2	red	D_1
26	0	black	e_1
26	0	red	e_1
26	1/2	black	D_1
26	1/2	red	D_1
27	0	black	e_1
27	0	red	e_1
27	1/2	black	E7_1
27	1/2	red	E7_1
28	0	black	A
28	0	red	A
29	0	black	D_1
29	0	red	D_1
29	1/4	black	A7_3
29	1/4	red	A7_3
29	1/2	black	D_1
29	1/2	red	D_1
29	3/4	black	A_1
29	3/4	red	A_1
30	0	black	D
30	0	red	D
30	1/4	black	A
30	1/4	red	A
31	0	black	A7_3
31	0	red	A7_3
31	1/4	black	D_1
31	1/4	red	D_1
31	1/2	black	A_2
31	1/2	red	A_2
31	3/4	black	D
31	3/4	red	D
32	0	black	A7_1
32	0	red	A7_1
32	1/4	black	D
32	1/4	red	D
33	0	black	e_1
33	0	red	e_1
33	1/2	black	D_1
33	1/2	red	D_1
34	0	black	e_1
34	0	red	e_1
34	1/2	black	D_1
34	1/2	red	D_1
35	0	black	e_1
35	0	red	e_1
35	1/2	black	A
35	1/2	red	A
36	0	black	D
36	0	red	D
37	0	black	A7_2
37	0	red	A7_2
38	0	black	D
38	0	red	D
39	0	black	A7_1
39	0	red	A7_1
40	0	black	D
40	0	red	D
41	0	black	D7
41	0	red	D7
42	0	black	G
42	0	red	e_1
42	1/2	black	D_2
42	1/2	red	A
42	3/4	black	A7
42	3/4	red	A7
43	0	black	D
43	0	red	D
44	0	black	G
44	0	red	G
45	0	black	D
45	0	red	D
45	1/4	black	e_1
45	1/4	red	e_1
45	1/2	black	D_2
45	1/2	red	A
45	3/4	black	A
46	0	black	D
46	0	red	D
47	0	black	G
47	0	red	G
48	0	black	D
48	0	red	D
48	1/4	black	e_1
48	1/4	red	e_1
48	1/2	black	D_2
48	1/2	red	A
48	3/4	black	A
49	0	black	D
49	0	red	D
49	1/2	black	A7_3
49	1/2	red	A7_3
50	0	black	D
50	0	red	D
50	1/2	black	A7_3
50	1/2	red	A7_3
51	0	black	D
51	0	red	D
51	1/4	black	A7_3
51	1/4	red	A7_3
51	1/2	black	D
51	1/2	red	D
51	3/4	black	A7_3
51	3/4	red	A7_3
52	0	black	D
52	0	red	D
53	0	black	d
53	0	red	d
54	0	black	a_1
54	0	red	E
54	1/4	black	E7_3
54	1/4	red	E7_3
54	1/2	black	a_1
54	1/2	red	a_1
54	3/4	black	E_1
54	3/4	red	E_1
55	0	black	a
55	0	red	a
55	1/4	black	E7_2
55	1/4	red	E7_2
55	1/2	black	a_1
55	1/2	red	a_1
55	3/4	black	E7_2
55	3/4	red	E7_2
56	0	black	a
56	0	red	a
57	0	black	e_1
57	0	red	B
57	1/4	black	B7_3
57	1/4	red	B7_3
57	1/2	black	e_1
57	1/2	red	e_1
57	3/4	black	B_1
57	3/4	red	B_1
58	0	black	e
58	0	red	e
58	1/2	black	Bb
58	1/2	red	bbo7_1
59	0	black	B
59	0	red	B
59	1/2	black	B7
59	1/2	red	B7
60	0	black	e_2
60	0	red	B
60	1/2	black	B
60	3/4	black	e_2
61	0	black	B
61	1/2	black	B7
61	1/2	red	B7
62	0	black	e_2
62	0	red	B
62	1/2	black	B
62	3/4	black	e_2
63	0	black	B
63	1/2	black	B7
64	0	black	e
64	0	red	e
64	1/2	black	em7
65	0	black	a
65	0	red	a
65	1/2	black	am7
66	0	black	D
66	0	red	D
66	1/2	black	D7
66	1/2	red	D7
67	0	black	G
67	0	red	G
68	1/4	black	G_1
68	1/4	red	G_1
68	1/2	black	D_2
68	1/2	red	gbo_1
68	3/4	black	G
68	3/4	red	G
69	0	black	D_1
69	0	red	D_1
69	1/4	black	D
69	1/4	red	D
69	1/2	black	G
69	1/2	red	G
69	3/4	black	G7_3
69	3/4	red	G7_3
70	0	black	em7
70	0	red	C_1
70	1/4	black	D7_1
70	1/4	red	gbo
70	1/2	black	G
70	1/2	red	G
72	1/4	black	G_1
72	1/4	red	G_1
72	1/2	black	D_2
72	1/2	red	D_2
72	3/4	black	G
72	3/4	red	G
73	0	black	D_1
73	0	red	D_1
73	1/4	black	D
73	1/4	red	D
73	1/2	black	G
73	1/2	red	G
73	3/4	black	G7_3
73	3/4	red	G7_3
74	0	black	C_1
74	0	red	C_1
74	1/4	black	F
74	1/4	red	F
74	1/2	black	C_2
74	1/2	red	G
74	3/4	black	G7
74	3/4	red	G7
75	0	black	C
75	0	red	C
76	0	black	G7_2
76	0	red	G7_2
77	0	black	C
77	0	red	C
78	0	black	G7_1
78	0	red	G7_1
79	0	black	C
79	0	red	C
80	0	black	E7_2
80	0	red	E7_2
81	0	black	a_1
81	0	red	a_1
81	1/2	black	A7_1
81	1/2	red	A_1
81	3/4	red	A7_1
82	0	black	D7
82	0	red	D
82	1/2	red	D7
83	0	black	G_2
83	0	red	D
84	0	black	D7
84	1/2	red	D7
85	0	black	G_2
85	0	red	D
86	0	black	D
86	1/4	black	G_2
86	1/2	black	D
86	3/4	black	G_2
87	0	black	D
88	0	black	G_1
88	0	red	G_1
88	1/4	black	D7_3
88	1/4	red	D7_3
88	1/2	black	G_1
88	1/2	red	G_1
88	3/4	black	D_1
88	3/4	red	D_1
89	0	black	G
89	0	red	G
89	1/4	black	D_1
89	1/4	red	D_1
89	1/2	black	D
89	1/2	red	D
90	0	black	D7_3
90	0	red	D7_3
90	1/4	black	G_1
90	1/4	red	G_1
90	1/2	black	D_2
90	1/2	red	D_2
90	3/4	black	G
90	3/4	red	G
91	0	black	D7_1
91	0	red	D7_1
91	1/4	black	G
91	1/4	red	G
92	0	black	a_1
92	0	red	a_1
92	1/2	black	G_1
92	1/2	red	G_1
93	0	black	a_1
93	0	red	a_1
93	1/2	black	G_1
93	1/2	red	G_1
94	0	black	a_1
94	0	red	a_1
94	1/2	black	A7_1
94	1/2	red	A7_1
95	0	black	D
95	0	red	D
96	0	black	G_1
96	0	red	G_1
96	1/4	black	D7_3
96	1/4	red	D7_3
96	1/2	black	G_1
96	1/2	red	G_1
96	3/4	black	D_1
96	3/4	red	D_1
97	0	black	G
97	0	red	G
97	1/4	black	D_1
97	1/4	red	D_1
97	1/2	black	D
97	1/2	red	D
98	0	black	D7_3
98	0	red	D7_3
98	1/4	black	G_1
98	1/4	red	G_1
98	1/2	black	D_2
98	1/2	red	D_2
98	3/4	black	G
98	3/4	red	G
99	0	black	D7_1
99	0	red	D7_1
99	1/4	black	G
99	1/4	red	G
100	0	black	a_1
100	0	red	a_1
100	1/4	red	gbo_2
100	1/2	black	G_1
100	1/2	red	G_1
101	0	black	a_1
101	0	red	a_1
101	1/4	red	gbo_2
101	1/2	black	G_1
101	1/2	red	G_1
102	0	black	a_1
102	0	red	a_1
102	1/2	black	G_2
102	1/2	red	D
102	3/4	black	D
103	0	black	G
103	0	red	G
104	0	black	D7_2
104	0	red	D7_2
105	0	black	G
105	0	red	G
106	0	black	D7_1
106	0	red	D7_1
107	0	black	G
107	0	red	G
108	0	black	G7_1
108	0	red	G7_1
108	1/2	black	abo7_1
108	1/2	red	abo7_1
109	0	black	a_1
109	0	red	a_1
109	1/2	black	G_2
109	1/2	red	D
109	3/4	black	D7
109	3/4	red	D7
110	0	black	G
110	0	red	G
111	0	black	C
111	0	red	C
112	0	black	G
112	0	red	G
112	1/4	black	a_1
112	1/4	red	a_1
112	1/2	black	G_2
112	1/2	red	D
112	3/4	black	D
113	0	black	G
113	0	red	G
114	0	black	C
114	0	red	C
115	0	black	G
115	0	red	G
115	1/4	black	a_1
115	1/4	red	a_1
115	1/2	black	G_2
115	1/2	red	D
115	3/4	black	D
116	0	black	G
116	0	red	G
116	1/2	black	D7_3
116	1/2	red	D7_3
117	0	black	G
117	0	red	G
117	1/2	black	D7_3
117	1/2	red	D7_3
118	0	black	G
118	0	red	G
118	1/2	black	D7_3
118	1/2	red	D7_3
119	0	black	G
119	0	red	G
119	1/2	black	D7_3
119	1/2	red	D7_3
120	0	black	G
120	0	red	G
120	1/4	black	D7_3
120	1/4	red	D7_3
120	1/2	black	G
120	1/2	red	G
120	3/4	black	D7_3
120	3/4	red	D7_3
121	0	black	G
121	0	red	G
121	1/2	black	D7
121	1/2	red	D7
122	0	black	G
122	0	red	G
