mc	mc_onset	color_name	label
1	0	black	E_dcml
1	0	red	E_fh
2	0	black	A
2	0	red	gb_1
2	1/2	black	gb_1
3	0	black	ebo_1
3	0	red	B7_2
3	1/2	black	B7_2
4	0	black	E
4	0	red	E
5	1/8	black	ebo_1
5	1/4	black	E_1
5	3/8	black	A
5	1/2	black	E
5	5/8	black	ebo_1
5	3/4	black	E_1
5	7/8	black	A
6	0	black	E
6	1/8	black	ebo_1
6	1/4	black	E_1
6	3/8	black	A
6	1/2	black	E
6	5/8	black	ebo_1
6	3/4	black	E_1
6	7/8	black	bbo
7	0	black	B
7	0	red	E_2
7	1/2	black	B7
7	1/2	red	B7
8	0	black	B
8	0	red	E_2
8	1/2	black	B7
8	1/2	red	B7
9	0	black	E
9	0	red	E
9	1/4	black	E_1
9	1/2	black	gb_1
9	1/2	red	A
9	3/4	black	Gb_1
10	0	black	B
10	0	red	E_2
10	1/2	red	B7
10	3/4	black	B7
11	0	black	E
11	0	red	E
11	1/4	black	E_1
11	1/2	black	gb_1
11	1/2	red	A
11	3/4	black	Gb_1
12	0	black	B
12	0	red	E_2
12	1/2	red	B7
12	3/4	black	B7
13	0	black	E
13	0	red	E
14	0	black	A
14	0	red	gb_1
14	1/2	black	Gb_1
14	1/2	red	Gb_1
15	0	black	E
15	0	red	E
15	1/2	black	a_1
15	1/2	red	a_1
16	0	black	bbo_1
16	0	red	Gb7_3
16	1/2	black	fo7
16	1/2	red	fo7
17	0	black	Gb
17	0	red	Gb
17	1/2	black	fo7_2
17	1/2	red	fo7_2
18	0	black	Gb
18	0	red	Gb
18	1/2	black	fo7_3
18	1/2	red	fo7_3
19	0	black	Gb
19	0	red	Gb
19	1/2	black	fo7_2
19	1/2	red	fo7_2
20	0	black	Gb
20	0	red	Gb
20	1/2	black	fo7_2
20	1/2	red	fo7_2
21	0	black	Gb
21	0	red	Gb
23	0	black	B
23	0	red	B
25	0	black	Ab7_1
25	1/2	red	Ab7_1
26	0	black	db
26	0	red	db
27	0	black	bbo
27	0	red	Gb_1
27	1/2	black	B
29	0	black	Gb7_1
29	1/2	red	Gb7_1
30	0	black	B
30	0	red	B
30	1/2	black	Gb
31	0	black	B
31	1/2	black	co
31	3/4	black	db
32	0	black	co
32	0	red	co
33	0	black	Ab
33	0	red	Ab
33	1/2	black	Ab7
33	1/2	red	Ab7
34	0	black	db
34	0	red	db
35	0	black	bbo
35	0	red	Gb_1
35	1/2	black	B
36	0	black	bbo
36	1/4	black	B_1
36	1/2	black	E
36	3/4	black	Db7_1
37	0	black	Gb
37	0	red	Gb
37	1/2	black	Gb7
37	1/2	red	Gb7
38	0	black	B
38	0	red	B
38	1/2	black	B_1
38	1/2	red	B_1
39	0	black	Gb7_3
39	0	red	Gb7_3
39	1/2	black	B_1
39	1/2	red	B_1
40	0	black	Gb7_3
40	0	red	Gb7_3
40	1/2	black	B_1
40	1/2	red	B_1
40	3/4	black	co7_1
40	3/4	red	co7_1
41	0	black	db_1
41	0	red	db_1
41	1/2	black	Gb7
41	1/2	red	Gb7
42	0	black	B
42	0	red	B
42	3/4	black	B_1
42	3/4	red	B_1
43	0	black	Gb7_3
43	0	red	Gb7_3
43	1/2	black	B_1
43	1/2	red	B_1
44	0	black	Gb7_3
44	0	red	Gb7_3
44	1/2	black	B_1
44	1/2	red	B_1
44	3/4	black	co7_1
44	3/4	red	co7_1
45	0	black	db_1
45	0	red	db_1
45	1/2	black	Gb7
45	1/2	red	Gb7
46	0	black	B
46	0	red	B
46	1/2	black	Gb7
46	3/4	red	Gb7
47	0	black	B
47	0	red	B
47	1/2	black	Gb7
47	1/2	red	E_2
47	3/4	red	Gb7
48	0	black	B
48	0	red	B
48	1/2	black	Gb7
48	1/2	red	e_2
48	3/4	red	Gb7
49	0	black	B
49	0	red	B
49	1/2	black	Gb7
49	1/2	red	E_2
49	3/4	red	Gb7
50	0	black	B
50	0	red	B
50	1/2	black	Gb7_2
50	1/2	red	Gb7_2
50	3/4	black	B_1
50	3/4	red	B_1
51	0	black	db_1
51	0	red	db_1
51	1/2	black	Gb
51	1/2	red	B_2
51	3/4	red	Gb
52	0	red	B_1
52	1/4	black	B_1
52	1/2	black	Gb_2
52	1/2	red	Gb_2
52	3/4	black	B
52	3/4	red	B
53	0	black	db_1
53	0	red	db_1
53	1/2	black	Gb
53	1/2	red	B_2
53	3/4	red	Gb
54	0	red	B_1
54	1/4	black	B_1
54	1/2	black	Gb7_2
54	1/2	red	Gb_2
54	3/4	black	B
54	3/4	red	B
55	0	black	db_1
55	0	red	db_1
56	0	black	Gb7
56	0	red	Gb7
57	0	black	B
57	0	red	B
57	1/2	black	E
57	1/2	red	E
58	0	black	B_1
58	0	red	B_1
58	1/2	black	E_1
58	1/2	red	E_1
59	0	black	B_2
59	0	red	B_2
59	1/2	black	bbo_2
59	1/2	red	Gb7_3
60	0	black	B_1
60	0	red	B_1
60	1/2	black	B7
60	1/2	red	B7
62	0	black	E
62	0	red	E
63	0	black	a
63	0	red	F_1
63	1/2	black	F_1
64	0	black	b%7_1
64	0	red	b%7_1
65	0	black	abo7_2
65	0	red	abo7_2
66	0	black	a_1
66	0	red	a_1
68	0	black	dm7
68	0	red	dm7
70	0	black	a_2
70	0	red	a_2
72	0	black	dm7_1
72	0	red	dm7_1
73	0	black	D7_1
73	0	red	D7_1
74	0	black	G
74	0	red	C_2
75	0	black	G7
75	0	red	G7
76	0	black	C
76	0	red	C
78	0	black	B
78	0	red	e_2
80	0	black	bbo7
80	0	red	bbo7
82	0	black	B
82	0	red	B
82	1/2	black	e
82	1/2	red	e
83	0	black	B
83	0	red	B
83	1/2	black	e_1
83	1/2	red	e_1
84	0	black	B
84	0	red	B
84	1/2	black	e
84	1/2	red	e
85	0	black	B
85	0	red	B
85	1/2	black	bbo_1
85	1/2	red	bbo_1
86	0	black	B
86	0	red	B
86	1/2	black	e
86	1/2	red	e
87	0	black	B
87	0	red	B
87	1/2	black	e_1
87	1/2	red	e_1
88	0	black	B
88	0	red	B
88	1/2	black	e
88	1/2	red	e
89	0	black	B
89	0	red	B
89	1/2	black	bbo_1
89	1/2	red	bbo_1
90	0	black	B
90	0	red	B
90	1/2	black	A_1
90	1/2	red	A_1
91	0	black	B
91	0	red	E_2
91	1/2	black	B7
91	1/2	red	B7
92	0	black	E
92	0	red	E
93	0	black	A
93	0	red	gb_1
93	1/2	black	gb_1
94	0	black	B7_3
94	0	red	B7_2
94	1/2	black	B7_2
95	0	black	E
95	0	red	E
96	1/8	black	ebo_1
96	1/4	black	E_1
96	3/8	black	A
96	1/2	black	E
96	5/8	black	ebo_1
96	3/4	black	E_1
96	7/8	black	A
97	0	black	E
97	1/8	black	ebo_1
97	1/4	black	E_1
97	3/8	black	A
97	1/2	black	E
97	5/8	black	ebo_1
97	3/4	black	E_1
97	7/8	black	bbo
98	0	black	B
98	0	red	E_2
98	1/2	black	B7
98	1/2	red	B7
99	0	black	B
99	0	red	E_2
99	1/2	black	B7
99	1/2	red	B7
100	0	black	E
100	0	red	E
100	1/4	black	E_1
100	1/2	black	gb_1
100	1/2	red	A
100	3/4	black	Gb_1
101	0	black	B
101	0	red	E_2
101	1/2	red	B7
101	3/4	black	B7
102	0	black	E
102	0	red	E
102	1/4	black	E_1
102	1/2	black	gb_1
102	1/2	red	A
102	3/4	black	Gb_1
103	0	black	B
103	0	red	E_2
103	1/2	red	B
104	0	black	C
104	0	red	E
105	0	black	bo_1
105	0	red	B7_2
105	1/2	black	G7
106	0	black	C
107	0	black	bbo_1
107	0	red	Bb
108	0	black	B
108	0	red	B
108	1/2	black	bbo7_2
108	1/2	red	bbo7_2
109	0	black	B
109	0	red	B
109	1/2	black	bbo7_3
109	1/2	red	bbo7_3
110	0	black	B
110	0	red	B
110	1/2	black	bbo7_2
110	1/2	red	bbo7_2
111	0	black	B
111	0	red	B
111	1/2	black	bbo7_3
111	1/2	red	bbo7_3
112	0	black	B
112	0	red	B
112	1/2	black	bbo7_2
112	1/2	red	bbo7_2
113	0	black	B
113	0	red	B
115	0	black	E
115	0	red	E
117	0	black	Db7_1
117	1/2	red	Db7_1
118	0	black	gb
118	0	red	gb
119	0	black	ebo
119	0	red	B_1
119	1/2	black	E
121	0	black	B7_1
121	1/2	red	B7_1
122	0	black	E
122	0	red	E
122	1/2	black	B
123	0	black	E
123	1/2	black	B
124	0	black	fo
124	0	red	fo
124	1/4	black	bbo
124	1/2	black	B
124	3/4	black	Ab7_1
125	0	black	Db
125	0	red	Db
125	1/2	black	Db7
125	1/2	red	Db7
126	0	black	gb
126	0	red	gb
127	0	black	ebo
127	0	red	B_1
127	1/2	black	E
128	0	black	ebo
128	1/2	black	A
128	3/4	black	Gb7_1
129	0	black	B
129	0	red	B
129	1/2	black	B7
129	1/2	red	B7
130	0	black	E
130	0	red	E
130	1/2	black	E_1
130	1/2	red	E_1
131	0	black	B7_3
131	0	red	B7_3
131	1/2	black	E_1
131	1/2	red	E_1
132	0	black	B7_3
132	0	red	B7_3
132	1/2	black	E_1
132	1/2	red	E_1
132	3/4	black	fo_1
132	3/4	red	fo7_1
133	0	black	gb_1
133	0	red	gb_1
133	1/2	black	B7
133	1/2	red	B7
134	0	black	E
134	0	red	E
134	3/4	black	E_1
134	3/4	red	E_1
135	0	black	B7_3
135	0	red	B7_3
135	1/2	black	E_1
135	1/2	red	E_1
136	0	black	B7_3
136	0	red	B7_3
136	1/2	black	E_1
136	1/2	red	E_1
136	3/4	black	fo7_1
136	3/4	red	fo7_1
137	0	black	gb_1
137	0	red	gb_1
137	1/2	black	B7
137	1/2	red	B7
138	0	black	E
138	0	red	E
138	1/2	black	B7
138	1/2	red	a_2
138	3/4	red	B7
139	0	black	E
139	0	red	E
139	1/2	black	B7
139	1/2	red	A_2
139	3/4	red	B7
140	0	black	E
140	0	red	E
140	1/2	black	B7
140	1/2	red	a_2
140	3/4	red	B7
141	0	black	E
141	0	red	E
141	1/2	black	B7
141	1/2	red	A_2
141	3/4	red	B7
142	0	black	E
142	0	red	E
142	1/2	black	B7_2
142	1/2	red	B7_2
142	3/4	black	E_1
142	3/4	red	E_1
143	0	black	gb_1
143	0	red	gb_1
143	1/2	black	B
143	1/2	red	E_2
143	3/4	red	B
144	0	red	E_1
144	1/4	black	E_1
144	1/2	black	B_2
144	1/2	red	B_2
144	3/4	black	E
144	3/4	red	E
145	0	black	gb_1
145	0	red	gb_1
145	1/2	black	B
145	1/2	red	E_2
145	3/4	red	B
146	0	red	E_1
146	1/4	black	E_1
146	1/2	black	B7_2
146	1/2	red	B_2
146	3/4	black	E
146	3/4	red	E
147	0	black	gb_1
147	0	red	gb_1
148	0	black	B7
148	0	red	B7
149	0	black	E
149	0	red	E
149	1/2	black	A
149	1/2	red	A
150	0	black	E_1
150	0	red	E_1
150	1/2	black	A_1
150	1/2	red	A_1
151	0	black	E_2
151	0	red	E_2
151	1/2	black	A
151	1/2	red	A
152	0	black	E_1
152	0	red	E_1
152	1/2	black	ebo_1
152	1/2	red	Eb
153	0	black	E
153	0	red	E
153	1/2	black	ebo_1
153	1/2	red	ebo_1
154	0	black	E
154	0	red	E
154	1/2	black	ebo_1
154	1/2	red	Eb
155	0	black	E
155	0	red	E
155	1/2	black	ebo_1
155	1/2	red	ebo_1
156	0	black	E
156	0	red	E
156	1/2	black	B7_1
156	1/2	red	B7_1
157	0	black	E
157	0	red	E
157	1/2	black	B7_3
157	1/2	red	B7_3
158	0	black	E
158	0	red	E
158	1/2	black	B7_1
158	1/2	red	B7_1
159	0	black	E
159	0	red	E
159	1/2	black	B7_3
159	1/2	red	B7_3
160	0	black	E
160	0	red	E
160	1/2	black	B7_3
160	1/2	red	B7_3
161	0	black	E
161	0	red	E
161	1/2	black	B7_3
161	1/2	red	B7_3
162	0	black	E
162	0	red	E
