mc	mc_onset	color_name	label
1	31/32	black	gbo7_dcml
1	31/32	red	gbo7_fh
3	0	black	G
3	0	red	G
3	1/4	black	c
3	1/4	red	c
3	1/2	black	G_1
3	1/2	red	G_1
3	31/32	black	bo7
4	0	red	bo7
5	0	black	eo7_2
5	0	red	eo7_2
5	1/4	black	f_1
5	1/4	red	f_1
5	1/2	black	C_1
5	1/2	red	C_1
5	31/32	black	eo7
6	0	red	eo7
6	7/32	black	bb_2
6	1/4	red	bb_2
7	0	black	ebm7_1
7	0	red	ebm7_1
7	7/32	black	Eb7_1
7	1/4	red	Eb7_1
7	23/32	black	Ab
7	3/4	red	Ab
7	31/32	black	ao7
8	0	red	ao7
8	7/32	black	eb_2
8	1/4	red	eb_2
8	23/32	black	ao7_1
8	3/4	red	A
8	31/32	black	ao7
9	0	red	ao7
9	7/32	black	Db
9	1/4	red	Db
9	23/32	black	do7
9	3/4	red	do7
10	7/32	black	Ab_2
10	1/4	red	Ab_2
10	31/32	black	eo7
11	0	red	eo7
11	7/32	black	bb_2
11	1/4	red	bb_2
11	15/32	black	eo7_1
11	1/2	red	eo7
11	5/8	black	f_1
11	5/8	red	f_1
11	7/8	black	gbo_1
11	7/8	red	Gb
12	0	black	G
12	0	red	G7
12	3/8	black	f
12	5/8	black	c_1
12	3/4	red	c_1
13	0	black	gbo7_3
13	0	red	gbo7_3
13	1/4	black	G7_2
13	1/4	red	G7_2
13	1/2	black	c
13	1/2	red	c
13	3/4	black	gbo7
13	3/4	red	gbo7
13	31/32	black	G
14	0	red	G7
14	3/8	black	f
14	5/8	black	c_1
14	3/4	red	c_1
15	0	black	gbo7_3
15	0	red	gbo7_3
15	1/4	black	G7_2
15	1/4	red	G7_2
15	1/2	black	c
15	1/2	red	c
15	3/4	black	gbo7
15	3/4	red	gbo7
15	31/32	black	G
16	0	red	G
20	0	black	c
20	0	red	c
20	7/8	black	G
20	7/8	red	G
21	0	black	c
21	0	red	c
21	1/4	black	c_1
21	1/2	black	G_1
21	1/2	red	G_1
21	7/8	black	G
22	0	black	c
22	0	red	c
22	1/4	black	c_1
22	1/2	black	bo7
22	1/2	red	G_1
23	0	black	G7_2
23	0	red	G
23	1/2	black	c_1
23	1/2	red	c
23	3/4	black	c
24	0	black	G7_2
24	0	red	G
24	1/2	black	c_1
24	1/2	red	c
24	3/4	black	c
25	0	black	G
25	0	red	G
25	1/4	black	c_1
25	1/2	red	c_1
25	3/4	black	c
26	0	black	f
26	0	red	do_1
26	1/4	black	do
26	1/2	black	G
26	1/2	red	eo_1
26	3/4	black	eo
27	0	black	f_1
27	0	red	f_1
27	1/8	black	c_2
27	1/4	black	f
27	3/8	black	gbo
27	1/2	black	G
27	1/2	red	G_1
27	3/4	black	bo7
27	3/4	red	c
28	0	red	bo7_1
28	1/2	red	G7_2
29	0	red	G7
29	1/4	black	G7_2
30	0	black	c
30	0	red	c
30	1/2	black	G7_3
30	1/2	red	G7
30	3/4	black	G7
31	0	black	G7_3
31	1/8	black	G7
31	1/2	black	c_1
31	3/4	black	c
31	3/4	red	c
31	7/8	black	G7
32	0	black	G
32	0	red	G7
32	1/8	black	G7
32	1/4	black	G
32	1/2	black	c_1
32	5/8	black	c
32	3/4	red	c
32	7/8	black	G7
33	0	black	G
33	0	red	G7
33	1/8	black	G7
33	1/4	black	a%7
33	3/8	black	G7_1
33	1/2	black	c
33	1/2	red	c
33	5/8	black	G_1
33	3/4	black	c
33	7/8	black	G_2
34	0	black	c_1
34	0	red	c_1
34	1/8	black	C7_1
34	1/4	black	f
34	3/8	black	C_1
34	1/2	black	f
34	1/2	red	f
34	5/8	black	f_1
34	3/4	black	fm7_1
34	7/8	black	d%7_2
35	0	red	f_1
35	1/8	black	f_1
35	1/4	black	gbo7_1
35	1/4	red	gbo7_1
35	1/2	black	c_2
35	3/4	black	gbo7
35	3/4	red	gbo7
36	0	black	G
36	0	red	c_2
36	1/4	black	G7
36	1/4	red	G7
36	1/2	black	c
36	1/2	red	c
37	0	black	bo
37	0	red	G7
37	1/4	black	G7
37	1/2	black	c_1
37	5/8	black	G7
37	3/4	black	c
37	7/8	black	bo
38	0	black	c
38	0	red	c
38	1/8	black	do_1
38	1/4	black	c_1
38	3/8	black	cm7
38	1/2	black	Ab
38	1/2	red	f_2
38	3/4	black	do
38	7/8	black	fm7_2
39	0	black	do
39	0	red	d%7
39	1/8	black	Eb_1
39	1/4	black	do_1
39	3/8	black	Ab_2
39	1/2	black	Bb_1
39	1/2	red	Bb7_1
39	5/8	black	Bb7
39	3/4	black	Ab
39	7/8	black	do
40	0	black	Eb
40	0	red	Eb
40	1/4	black	Eb_1
40	1/2	black	do7
40	1/2	red	Bb7
40	5/8	black	Bb_1
40	3/4	black	Bb7_1
41	0	black	Bb
41	0	red	f
41	1/8	black	Bb7_3
41	1/4	black	Eb_1
41	3/8	black	do_1
41	1/2	black	Eb_1
41	1/2	red	go
41	5/8	black	go
41	3/4	black	C_1
41	3/4	red	C7_1
41	7/8	black	go_1
42	0	black	Ab_1
42	0	red	go
42	1/8	black	go_1
42	1/4	black	Ab
42	3/8	black	go
42	1/2	black	Ab
42	1/2	red	Ab
42	5/8	black	Ab7_3
42	3/4	black	F7
42	3/4	red	F7
42	7/8	black	ao_1
43	0	black	bb_1
43	0	red	bb_1
43	1/4	black	bb
43	3/8	black	ao
43	1/2	black	bb
43	1/2	red	bb
43	5/8	black	bbm7_3
43	3/4	black	Eb_1
43	3/4	red	go7
43	7/8	black	bbm7_1
44	0	black	Eb
44	0	red	Eb7
44	1/8	black	Eb7_3
44	1/4	black	Ab_1
44	1/2	black	Ab
44	1/2	red	Ab
45	0	black	go
45	0	red	Eb7
45	1/4	black	Eb7
45	1/2	black	Ab_1
45	1/2	red	Ab_1
45	5/8	black	Eb7_1
45	3/4	black	Ab
45	7/8	black	go
46	0	black	Ab
46	1/8	black	bb_1
46	1/4	black	ao_2
46	1/4	red	ao7
46	3/8	black	ao
46	1/2	black	F7_1
46	3/4	black	bb
46	7/8	black	ao
47	0	black	bb
47	0	red	bb
47	1/8	black	co_1
47	1/4	black	bb_1
47	3/8	black	bbm7
47	1/2	black	Gb_1
47	1/2	red	eb
47	3/4	black	co
47	7/8	black	ebm7_2
48	0	black	co
48	0	red	c%7
48	1/8	black	Db_1
48	1/4	black	co_1
48	3/8	black	c%7
48	1/2	black	Ab
48	3/4	black	Gb_1
48	7/8	black	co
49	0	black	Db
49	0	red	Db
50	0	black	do7
50	0	red	do7
51	0	black	Eb
51	0	red	Eb
51	3/4	red	Ab_2
52	0	black	Eb7
52	0	red	Eb7
52	7/16	black	fm7_3
52	1/2	red	Ab_2
52	3/4	black	Eb
52	3/4	red	Eb7
52	15/16	black	Eb7
53	1/4	black	Eb
53	1/4	red	Ab_2
54	0	black	Eb7
54	0	red	Eb7
54	7/16	black	fm7_3
54	1/2	black	Eb
54	15/16	black	eo7
55	0	red	eo7
55	1/4	black	f
55	1/4	red	f
55	15/16	black	g%7_2
56	0	red	g%7_2
56	1/4	black	Ab_1
56	1/4	red	Ab_1
56	7/8	black	do7
56	7/8	red	do7
58	3/4	black	Eb
58	3/4	red	Eb
59	0	black	Ab
59	0	red	Ab
59	1/4	black	Ab_1
59	1/2	black	Eb7_1
59	1/2	red	Eb7_1
60	0	black	Ab7_3
60	0	red	Ab7_1
60	1/4	black	Ab
60	1/2	black	Db_1
60	1/2	red	Db_1
61	0	black	db_1
61	0	red	db_1
61	1/4	black	db_2
61	1/2	black	Eb
61	1/2	red	Ab_2
61	3/4	black	Ab
62	0	black	Eb
62	0	red	Eb7
62	1/4	black	Eb7
62	1/2	black	Ab_1
62	1/2	red	Ab
62	5/8	black	Ab
63	0	black	Eb_1
63	0	red	Eb
63	1/8	black	Eb
63	1/2	black	Ab7_2
63	1/2	red	Ab7_1
63	5/8	black	Ab7_1
63	3/4	black	Ab_1
64	0	black	Db_1
64	0	red	Db
64	1/8	black	Db
64	1/2	black	db
64	1/2	red	db
64	5/8	black	db_1
64	3/4	black	db
65	0	black	Eb
65	0	red	Ab_2
65	1/4	black	Ab_1
65	1/2	black	Eb_1
65	1/2	red	Eb7_1
65	5/8	black	Eb_2
65	3/4	black	Eb7_3
66	0	black	Ab_1
66	0	red	Ab_1
66	1/8	black	Eb7_3
66	1/4	black	Ab_1
66	3/8	black	Ab
66	1/2	red	Eb7
66	5/8	black	Eb_2
66	3/4	black	Eb7_3
67	0	black	Ab_1
67	0	red	Ab_1
67	1/8	black	Eb7_3
67	1/4	black	Ab_1
67	3/8	black	Ab
67	1/2	red	Eb7
67	5/8	black	Eb_2
67	3/4	black	Eb7_3
68	0	black	Ab
68	0	red	Ab
68	1/4	black	Ab_1
68	1/2	black	Eb
68	1/2	red	Eb
69	0	black	Ab
