mc	mc_onset	color_name	label
1	0	black	fm7_1_dcml
1	0	red	fm7_1_fh
4	0	black	ao7
4	0	red	ao7
6	0	black	Eb_2
6	0	red	Bb
7	0	black	Bb7
7	0	red	Bb7
8	0	black	Eb
8	0	red	Eb
10	0	black	fm7_1
10	0	red	fm7_1
13	0	black	ao7
13	0	red	ao7
15	0	black	Eb_2
15	0	red	Bb
16	0	black	Bb7
16	0	red	Bb7
17	0	black	Eb
17	0	red	Eb
18	0	black	Ab_2
18	0	red	Ab_2
19	0	black	EbM7
19	0	red	EbM7
20	0	black	fm7_3
20	0	red	fm7_3
20	1/2	black	do7_2
20	1/2	red	do7_2
21	0	black	Eb
21	0	red	Eb
22	0	black	Ab_2
22	0	red	Ab_2
23	0	black	EbM7
23	0	red	EbM7
24	0	black	fm7_3
24	0	red	fm7_3
24	1/2	black	do7_2
24	1/2	red	do7_2
25	0	black	Eb
25	0	red	Eb
26	0	black	Bb7
26	0	red	Bb7
27	0	black	Eb
27	0	red	Eb
28	0	black	Bb7
28	0	red	Bb7
29	0	black	d%7
29	0	red	Eb
29	1/4	red	ao
30	0	black	F
30	0	red	F
31	0	black	Bb
31	0	red	Bb
33	0	black	f%7_1
33	0	red	f%7_1
35	1/2	black	B_2
35	1/2	red	B_2
36	0	black	f%7
36	0	red	do7_1
36	1/2	black	do7_1
37	0	black	f%7_1
37	0	red	f%7_1
37	1/2	black	B_2
37	1/2	red	B_2
38	0	black	f%7
38	0	red	do7_1
38	1/2	black	do7_1
39	0	black	g%7_1
39	0	red	g%7_1
39	1/2	black	Db_2
39	1/2	red	Db_2
40	0	black	g%7
40	0	red	eo7_1
40	1/2	black	eo7_1
41	0	black	g%7_1
41	0	red	g%7_1
41	1/2	black	Db_2
41	1/2	red	Db_2
42	0	black	g%7
42	0	red	eo7_1
42	1/2	black	eo7_1
43	0	black	E
44	0	black	F
44	0	red	F
46	0	black	Bb_1
46	0	red	Bb_1
48	0	black	Eb
48	0	red	Eb
48	1/2	red	c_1
49	0	black	c_1
49	1/2	black	C7_1
49	1/2	red	C7_1
50	0	black	F7
50	0	red	F7
51	1/2	black	gbo7
51	1/2	red	gbo7
52	0	black	g
52	0	red	g
52	1/4	black	c_1
52	1/4	red	c_1
52	1/2	black	F7
52	1/2	red	F7
53	0	black	Bb
53	0	red	Bb
57	0	black	Bb_1
57	0	red	Bb_1
59	0	black	Eb
59	0	red	Eb
59	1/2	red	c_1
60	0	black	c_1
60	1/2	black	C7_1
60	1/2	red	C7_1
61	0	black	F7
61	0	red	F7
62	1/2	black	gbo7
62	1/2	red	gbo7
63	0	black	g
63	0	red	g
63	1/4	black	c_1
63	1/4	red	c_1
63	1/2	black	F7
63	1/2	red	F7
64	0	black	Bb
64	0	red	Bb
65	0	black	F7_1
65	0	red	F_1
65	1/2	red	F7_1
66	0	black	Bb
66	0	red	Bb
67	0	black	F7_1
67	0	red	F_1
67	1/2	red	F7_1
68	0	black	Bb
68	0	red	Bb
68	1/4	black	D7_1
68	1/4	red	D7_1
68	1/2	black	g
68	1/2	red	g
69	0	black	Bb7_1
69	0	red	Bb7_1
69	1/4	black	Eb
69	1/4	red	Eb
69	1/2	black	G7_1
69	1/2	red	G7_1
70	0	black	C
70	0	red	C
70	1/4	black	F7_1
70	1/4	red	F7_1
70	1/2	black	Bb
70	1/2	red	Bb
71	0	black	F7_1
71	0	red	F7_1
71	1/4	black	Bb
71	1/4	red	Bb
71	1/2	black	F7_1
71	1/2	red	F7_1
72	0	black	Bb
72	0	red	Bb
75	0	red	F
78	0	black	F7
78	0	red	F7
79	1/4	red	ao7_3
80	0	red	F7
82	0	black	Bb
82	0	red	Bb
83	0	black	Eb_1
83	0	red	Eb_1
84	0	black	c_1
84	0	red	c_1
85	0	black	F7
85	0	red	F7
86	0	black	Bb
86	0	red	Bb
87	0	black	Eb
87	0	red	Eb
89	0	black	fm7_1
89	0	red	fm7_1
92	0	black	ao7
92	0	red	gbo7_1
94	0	black	c_2
94	0	red	G
96	0	black	gbo7
96	0	red	gbo7
97	0	black	bo7_2
97	0	red	bo7_2
98	0	black	c_1
98	0	red	c_1
99	0	black	G7_1
99	0	red	bo
99	1/2	red	G7_2
100	0	black	C
100	0	red	c
101	0	black	F_2
101	0	red	F_2
102	0	black	CM7
102	0	red	CM7
103	0	black	dm7_3
103	0	red	dm7_3
103	1/4	red	d%7_3
103	1/2	black	G7_3
103	1/2	red	G7_3
104	0	black	C
104	0	red	C
105	0	black	F_2
105	0	red	F_2
106	0	black	CM7
106	0	red	CM7
107	0	black	dm7_3
107	0	red	dm7_3
107	1/4	red	d%7_3
107	1/2	black	G7_3
107	1/2	red	G7_3
108	0	black	C
108	0	red	C
108	1/8	red	C_1
109	0	black	B
109	0	red	G7_2
110	0	black	C
110	0	red	C
110	1/4	red	C_1
111	0	black	B
111	0	red	G7_2
112	0	black	C
112	0	red	C
112	1/4	red	C_1
113	0	black	B
113	0	red	G7_2
114	0	black	C
114	0	red	C
115	0	black	C7
115	1/2	red	C7
116	0	black	F
116	0	red	F
116	1/4	red	F_1
117	0	black	E
117	0	red	C7_2
118	0	black	F
118	0	red	F
118	1/4	red	F_1
119	0	black	E
119	0	red	C7_2
120	0	black	F
120	0	red	F
120	1/4	red	F_1
121	0	black	E
121	0	red	C7_2
122	0	black	F
122	0	red	F
123	0	black	F7
123	1/2	red	F7
124	0	black	bb
124	0	red	bb
125	0	black	Bb7
125	0	red	Bb
125	1/2	red	Bb7
126	0	black	Eb
126	0	red	Eb
127	0	black	Eb7
127	1/2	red	Eb7
128	0	black	Ab
128	0	red	Ab
129	0	black	Ab+
129	0	red	f_1
130	0	black	f_1
138	0	red	f
139	0	black	fm7_1
139	0	red	fm7_1
140	0	black	ao7
140	0	red	ao7
142	0	black	Eb_2
142	0	red	Bb
143	0	black	Bb7
143	0	red	Bb7
144	0	black	Eb
144	0	red	Eb
146	0	black	fm7_1
146	0	red	fm7_1
149	0	black	ao7
149	0	red	ao7
151	0	black	Eb_2
151	0	red	Bb
152	0	black	Bb7
152	0	red	Bb7
153	0	black	Eb
153	0	red	Eb
154	0	black	Ab_2
154	0	red	Ab_2
155	0	black	EbM7
155	0	red	EbM7
156	0	black	fm7_3
156	0	red	fm7_3
156	1/2	black	do7_2
156	1/2	red	do7_2
157	0	black	Eb
157	0	red	Eb
158	0	black	Ab_2
158	0	red	Ab_2
159	0	black	EbM7
159	0	red	EbM7
160	0	black	fm7_3
160	0	red	fm7_3
160	1/2	black	do7_2
160	1/2	red	do7_2
161	0	black	Eb
161	0	red	Eb
162	0	black	Bb7
162	0	red	Bb7
163	0	black	Eb
163	0	red	Eb
164	0	black	Bb7
164	0	red	Bb7
165	0	black	d%7
165	0	red	Eb
165	1/4	red	ao
166	0	black	F
166	0	red	F
167	0	black	Bb
167	0	red	Bb
169	1/2	red	Bb7_3
170	0	black	Eb_1
170	0	red	Eb_1
172	0	black	Ab
172	0	red	Ab
172	1/2	red	f_1
173	0	black	f_1
173	1/2	black	F7_1
173	1/2	red	F7_1
174	0	black	Bb7
174	0	red	Bb7
175	1/2	black	bo7
175	1/2	red	bo7
176	0	black	c
176	0	red	c
176	1/4	black	f_1
176	1/4	red	f_1
176	1/2	black	Bb7
176	1/2	red	Bb7
177	0	black	Eb
177	0	red	Eb
183	0	black	Eb_1
183	0	red	Eb_1
185	0	black	Ab
185	0	red	Ab
185	1/2	red	f_1
186	0	black	f_1
186	1/2	black	F7_1
186	1/2	red	F7_1
187	0	black	Bb7
187	0	red	Bb7
188	1/2	black	bo7
188	1/2	red	bo7
189	0	black	c
189	0	red	c
189	1/4	black	f_1
189	1/4	red	f_1
189	1/2	black	Bb7
189	1/2	red	Bb7
190	0	black	Eb
190	0	red	Eb
191	0	black	Bb7_1
191	0	red	Bb_1
191	1/2	red	Bb7_1
192	0	black	Eb
192	0	red	Eb
193	0	black	Bb7_1
193	0	red	Bb_1
193	1/2	red	Bb7_1
194	0	black	Eb
194	0	red	Eb
194	1/4	black	G7_1
194	1/4	red	G7_1
194	1/2	black	c
