mc	mc_onset	color_name	label
1	3/8	black	F_dcml
1	3/8	red	F_fh
4	0	black	C7_1
4	0	red	C7_1
6	0	black	F
6	0	red	F
6	1/4	black	C7_2
6	1/4	red	C7_2
7	0	black	F_1
7	0	red	F_1
7	1/4	black	C7_1
7	1/4	red	gm7_1
8	0	black	F_2
8	0	red	F_2
8	1/4	black	F7_3
8	1/4	red	F7_3
9	0	black	Bb_1
9	0	red	Bb_1
10	1/4	black	C7_1
10	1/4	red	C7_1
11	0	black	F
11	0	red	F
11	1/4	black	g_1
11	1/4	red	g_1
12	0	black	F_2
12	0	red	C
12	1/4	black	C7
12	1/4	red	C7
13	0	black	F
13	0	red	F
15	3/8	black	Eb
15	3/8	red	ebo7_1
18	0	black	E
18	0	red	E
18	1/8	black	Eb
18	1/8	red	ebo7_1
18	1/4	black	E
18	1/4	red	E
18	3/8	black	Eb
18	3/8	red	ebo7_1
19	0	black	E
19	0	red	E
19	3/8	black	G
19	3/8	red	G
20	0	black	C
20	0	red	C
23	0	black	G7
23	0	red	G7
27	0	black	C
27	0	red	C
27	1/4	red	C_1
28	0	red	C
29	0	black	a
29	0	red	a
29	1/4	red	gbo
29	3/8	red	dbo_1
30	0	black	D7
30	1/8	red	D_1
30	1/4	red	D
30	3/8	red	gbo
31	0	black	G
31	0	red	G
31	1/4	black	D7_2
31	1/4	red	D7_2
32	0	black	G
32	0	red	G
32	1/4	black	D7_1
32	1/4	red	D7_1
33	0	black	G
33	0	red	G
33	1/4	black	D7_2
33	1/4	red	D7_2
34	0	black	G
34	0	red	G
34	1/4	black	D7_1
34	1/4	red	D7_1
35	0	black	G
35	0	red	G
35	1/4	black	D7_1
35	1/4	red	D7_1
36	0	black	G
36	0	red	G
36	1/4	black	D7_1
36	1/4	red	D7_1
37	0	black	G
37	0	red	G
39	0	black	G7_3
39	0	red	G7_3
39	1/8	red	G7_2
39	1/4	black	C
39	1/4	red	G_1
39	3/8	red	C
40	0	black	G7_3
40	0	red	G7_3
40	1/8	red	G7_2
40	1/4	black	C
40	1/4	red	G_1
40	3/8	red	C
41	0	black	d_1
41	0	red	d_1
41	1/4	black	G
41	1/4	red	G
42	0	black	C
42	0	red	C
42	3/8	black	c_1
42	3/8	red	c_1
43	0	black	do_1
43	0	red	G7_3
43	1/8	red	G7_2
43	1/4	black	G_1
43	1/4	red	G_1
43	3/8	black	c
43	3/8	red	c
44	0	black	do_1
44	0	red	G7_3
44	1/8	red	G7_2
44	1/4	black	G_1
44	1/4	red	G_1
