mc	mc_onset	color_name	label
1	0	black	A_1_dcml
1	0	red	A_1_fh
2	3/4	black	A7_1
2	3/4	red	A7_1
3	0	black	d
3	0	red	d
3	1/4	black	A_2
3	1/4	red	A_2
3	1/2	black	d_1
3	1/2	red	d_1
3	3/4	black	A7_1
3	3/4	red	A7_1
4	0	black	d
4	0	red	d
4	1/4	black	A_2
4	1/4	red	A_2
4	1/2	black	d_1
4	1/2	red	d_1
4	3/4	black	D7_1
4	3/4	red	D7_1
5	0	black	g
5	0	red	g
5	1/4	black	d_2
5	1/4	red	D_2
5	1/2	black	g_1
5	1/2	red	g_1
5	3/4	black	Ab
5	3/4	red	abo_1
6	0	black	abo7_2
6	0	red	A
6	1/2	black	A
7	0	black	C_1
7	0	red	C_1
8	3/4	black	C7_1
8	3/4	red	C7_1
9	0	black	F
9	0	red	F
9	3/4	black	D7_1
9	3/4	red	D7_1
10	0	black	g
10	0	red	g
10	3/4	black	Eb_1
10	3/4	red	Eb_1
11	1/4	black	dbo7_2
11	1/4	red	dbo7_2
12	1/4	black	abo7
12	1/4	red	abo7
13	0	black	d_2
13	0	red	A
20	1/2	black	A7
20	1/2	red	A7
21	0	black	d
21	0	red	d
25	0	black	A7_2
25	0	red	A7_2
26	0	red	dbo_1
26	3/4	red	A7_2
29	0	black	d_1
29	0	red	d_1
31	0	black	E_1
31	0	red	E_1
33	0	black	F_1
33	0	red	F_1
35	0	black	abo_1
35	0	red	abo_1
37	0	black	a_1
37	0	red	a_1
38	0	black	ebo7
38	0	red	ebo7
41	0	black	E7
41	0	red	E
41	1/4	red	E7
42	0	red	E
42	1/4	red	E7
43	0	red	E
43	1/4	red	E7
44	0	red	E
44	1/4	red	E7
44	1/2	red	E
45	0	black	a_2
45	1/4	red	a
46	0	red	E
46	1/4	red	a
47	0	red	E
47	1/4	red	a
48	0	red	E
48	1/4	red	a
48	1/2	red	E
48	3/4	red	a
49	0	black	E7
49	0	red	E
49	1/4	red	E7
49	3/4	red	abo7_1
52	0	red	E7
54	1/4	red	abo
54	1/2	red	abo_2
55	0	black	a_1
55	0	red	a_1
55	1/2	black	Bb_1
55	1/2	red	Bb_1
56	1/2	red	d
56	3/4	red	abo7_2
57	0	black	a_1
57	0	red	a_1
57	1/2	black	Bb_1
57	1/2	red	Bb_1
58	1/2	red	d
58	3/4	red	abo7_2
59	0	black	a_1
59	0	red	a_1
59	1/2	black	Bb_1
59	1/2	red	Bb_1
60	1/4	black	B_1
60	1/4	red	B_1
60	1/2	black	a_2
60	1/2	red	E
61	1/4	black	A_2
61	1/4	red	A_2
61	1/2	black	d_1
61	1/2	red	d_1
61	3/4	black	A_1
61	3/4	red	A_1
62	0	black	d
62	0	red	d
62	1/4	black	Bb_1
62	1/4	red	Bb_1
62	1/2	black	a_2
62	1/2	red	E
62	3/4	black	E
63	0	black	a
63	0	red	a
63	1/2	black	Bb
63	1/2	red	dbo7_3
64	0	red	Bb
64	1/2	red	d_2
64	3/4	red	abo7
65	0	black	A
65	0	red	A
65	1/2	black	Bb
65	1/2	red	dbo7_3
66	0	red	Bb
66	1/2	red	d_2
66	3/4	red	abo7
67	0	black	A
67	0	red	A
67	1/2	black	Bb
67	1/2	red	dbo7_3
68	0	red	Bb
68	1/2	red	d_2
68	3/4	red	abo7
69	0	black	G7
69	0	red	G7
69	3/4	red	bo
70	0	black	C
70	0	red	C
70	1/2	red	C_1
71	0	black	E7
71	0	red	E7
71	3/4	red	abo
72	0	black	a
72	0	red	a
72	3/4	red	a_1
73	0	black	b%7_1
73	0	red	b%7_1
73	3/4	red	b%7_2
74	0	black	E
74	0	red	E
75	0	black	a_2
75	1/2	black	E7
75	1/2	red	E7
76	0	black	a_2
76	0	red	E
76	1/2	black	E
77	0	black	a_1
77	0	red	a
77	1/4	red	a_1
77	1/2	black	E7
77	1/2	red	abo
77	3/4	red	E7
78	0	black	a_2
78	0	red	a
78	1/4	red	E
78	1/2	black	E
79	0	black	a_2
79	1/2	black	E7
79	3/4	red	E7
80	0	black	a_2
80	1/4	red	E
80	1/2	black	E
81	0	black	a_1
81	0	red	a
81	1/4	red	a_1
81	1/2	black	E7
81	1/2	red	E_1
81	3/4	red	E7
82	0	black	a_2
82	0	red	a
82	1/4	red	E
82	1/2	black	E
83	0	black	a_2
83	1/2	black	E7
83	3/4	red	E7
84	0	black	a_2
84	1/4	red	E
84	1/2	black	E
85	0	black	a
85	0	red	a
85	1/2	black	E
85	1/2	red	E
86	0	black	a
86	0	red	a
86	1/2	black	E
86	1/2	red	E
87	0	black	a
87	0	red	a
95	0	red	g
97	1/2	black	D_1
97	1/2	red	D_1
99	5/8	black	co7
99	5/8	red	co7
101	1/2	black	Gb_2
101	1	red	Db
103	0	black	gb
103	0	red	gb
107	0	black	Db7_2
107	0	red	Db7_2
110	0	red	Db7_1
111	0	black	gb_1
111	0	red	gb_1
112	1/2	red	gb
113	0	black	b
113	0	red	b
115	0	black	G_1
115	0	red	G_1
116	1/2	red	Bb
117	0	black	C
117	0	red	C
119	0	black	A_1
119	0	red	A_1
120	1/2	red	A
121	0	black	d
121	0	red	d
123	0	black	abo_1
123	0	red	abo_1
124	0	black	Ab
125	0	black	A
125	0	red	A
126	1/2	black	b%7_3
127	0	black	A
127	1/2	black	b%7_3
128	0	black	A
128	1/2	black	b%7_3
129	0	black	A
130	0	black	A_1
130	1/4	red	A_1
130	1/2	black	b%7
130	1/2	red	d
130	3/4	red	abo_1
131	0	black	A_1
131	0	red	A_1
131	1/2	black	b%7
131	1/2	red	d
131	3/4	red	abo_1
132	0	black	A_1
132	0	red	A_1
132	1/2	black	b%7
132	1/2	red	d
132	3/4	red	abo_1
133	0	black	A
133	0	red	A
134	1/2	black	b%7_3
135	0	black	A
135	1/2	black	b%7_3
136	0	black	A
136	1/2	black	b%7_3
137	0	black	A
