mc	mc_onset	color_name	label
1	3/8	black	g_dcml
1	3/8	red	D_fh
2	0	black	g
2	0	red	g
2	1/8	red	g_1
2	1/4	red	gbo_1
2	3/8	red	g
3	0	black	D7_1
3	0	red	D7_1
4	0	black	g
4	0	red	g
4	1/8	red	g_1
4	1/4	red	gbo_1
4	3/8	red	g
5	0	black	c
5	0	red	c
6	0	black	g_1
6	0	red	g_1
7	0	black	D7_1
7	0	red	D7_1
8	0	black	g
8	0	red	g
8	1/4	black	ao_1
8	1/4	red	ao_1
9	0	black	g_2
9	0	red	D
9	1/4	black	D
10	0	black	g
10	0	red	g
10	1/8	red	g_1
10	1/4	red	gbo_1
10	3/8	red	g
11	0	black	D7_1
11	0	red	D7_1
12	0	black	g
12	0	red	g
12	1/8	red	g_1
12	1/4	red	gbo_1
12	3/8	red	g
13	0	black	c
13	0	red	c
13	3/8	black	ao_1
13	3/8	red	ao_1
14	0	black	Bb_1
14	0	red	Bb_1
15	0	black	c_1
15	0	red	c_1
15	1/4	black	C7_1
15	1/4	red	C_1
15	3/8	red	C7_1
16	0	black	F
16	0	red	F
17	0	black	F7_1
17	0	red	F7_1
18	0	black	Bb
18	0	red	Bb
19	0	black	F7_1
19	0	red	F7_1
20	0	black	Bb
20	0	red	Bb
21	0	black	F7_1
21	0	red	F7_1
22	0	black	Bb
22	0	red	Bb
22	1/4	black	Bb7_3
22	1/4	red	Bb7_3
23	0	black	Eb_1
23	0	red	Eb_1
23	1/4	black	Eb
23	1/4	red	Eb
24	0	black	Bb_2
24	0	red	F
24	1/4	black	F7
24	1/4	red	F7
25	0	black	Bb
25	0	red	Bb
26	1/4	black	Bb7_3
26	1/4	red	Bb7_3
27	0	black	Eb_1
27	0	red	Eb_1
27	1/4	black	Eb
27	1/4	red	Eb
28	0	black	Bb_1
28	0	red	Bb_1
28	1/4	black	c_1
28	1/4	red	c_1
29	0	black	Bb_2
29	0	red	F
29	1/4	black	F7
29	1/4	red	F7
30	0	black	Bb
30	0	red	Bb
31	0	black	F7_2
31	0	red	F7_2
31	1/4	black	F7
31	1/4	red	F7
32	0	black	Bb
32	0	red	Bb
33	0	black	F7_2
33	0	red	F7_2
33	1/4	black	F7
33	1/4	red	F7
34	0	black	Bb
34	0	red	Bb
37	0	black	Bb7_3
37	0	red	Bb7_3
