mc	mc_onset	color_name	label
1	1/4	black	E_dcml
1	1/4	red	E_fh
2	0	black	B_1
2	0	red	B_1
2	1/4	black	db
2	1/4	red	db
3	0	black	ab_1
3	0	red	ab_1
3	1/4	black	A
3	1/4	red	A
4	0	black	E_1
4	0	red	E_1
4	1/4	black	B7
4	1/4	red	B7
5	0	black	E
5	0	red	E
6	0	black	B_1
6	0	red	B_1
6	1/4	black	Gb7_2
6	1/4	red	Gb7_2
7	0	black	B
7	0	red	B
7	1/4	black	Gb
7	1/4	red	B_2
8	0	black	E_1
8	0	red	E_1
8	1/4	black	E
8	1/4	red	E
9	0	black	Gb
9	0	red	B_2
9	1/4	red	Gb
10	0	black	co7_3
10	0	red	co7_3
10	1/8	black	co7_2
10	3/8	black	co7
10	3/8	red	co7
10	1/2	black	db
10	1/2	red	db
10	9/16	black	co7_2
10	5/8	black	db_1
10	11/16	black	Ab7_2
11	0	black	db_1
11	0	red	db_1
11	3/8	black	bbo7
11	3/8	red	bbo7
11	1/2	black	B
11	1/2	red	B
11	9/16	black	Gb7_1
11	5/8	black	B
11	11/16	black	E_1
12	0	black	B_1
12	0	red	B_1
12	1/8	black	E_1
12	1/8	red	E_1
12	1/4	black	Gb
12	1/4	red	B_2
12	1/2	red	Gb
12	5/8	black	co7_2
12	5/8	red	co7_2
13	5/8	black	Db_1
13	11/16	black	Eb
14	0	red	Eb
14	11/16	black	B_1
15	0	red	B_1
15	3/16	black	E_1
15	3/16	red	E_1
15	5/16	black	Gb
15	5/16	red	B_2
15	3/8	black	Gb_1
15	7/16	black	E_1
15	1/2	black	eb_1
15	9/16	black	db_1
15	5/8	black	B_1
15	11/16	black	bbo_1
15	11/16	red	B
16	0	black	B
16	1/16	black	Gb
16	1/16	red	Gb7
16	1/8	black	dbm7_2
16	3/16	black	bb%7
16	1/4	black	B
16	1/4	red	B
17	0	black	B_1
17	0	red	B_1
18	0	black	Gb_2
18	0	red	Gb_2
18	1/4	black	db_1
18	1/4	red	db_1
19	0	black	Ab_2
19	0	red	Ab_2
19	1/4	black	co7_2
19	1/4	red	co7_2
20	0	black	db_1
20	0	red	db_1
20	1/4	black	Ab7_2
20	1/4	red	Ab7_2
21	0	black	db
21	0	red	db
21	1/4	black	Ab7_1
21	1/4	red	Ab7_3
22	0	black	db
22	0	red	db
22	1/4	black	gb_1
22	1/4	red	gb_1
23	0	black	Ab
23	0	red	Ab
23	1/4	black	Eb_1
23	1/4	red	Eb_1
24	0	black	ab
24	0	red	ab
24	1/4	black	Eb7_2
24	1/4	red	Eb7_2
25	0	black	ab_1
25	0	red	ab_1
25	1/4	black	go7_2
25	1/4	red	go7_2
26	0	black	do7
26	0	red	do7
27	0	black	Eb
27	0	red	Eb
28	0	black	ab
28	0	red	ab
28	1/4	black	Eb
28	1/4	red	Eb
29	0	black	ab
29	0	red	ab
29	1/4	black	Eb
29	1/4	red	Eb
30	0	black	ab
30	0	red	ab
30	1/4	black	Gb
30	1/4	red	Gb
31	0	black	B
31	0	red	B
31	1/4	black	Gb
31	1/4	red	Gb
32	0	black	B
32	0	red	B
32	1/4	black	Bb
32	1/4	red	Bb
33	0	black	eb
33	0	red	eb
33	1/4	black	Bb
33	1/4	red	Bb
34	0	black	eb
34	0	red	eb
34	1/4	black	Db
34	1/4	red	Db
35	0	black	Gb
35	0	red	Gb
35	1/4	red	B_2
36	0	red	abm7_3
36	1/4	red	Gb
37	0	red	B_2
37	1/4	red	Gb
38	0	black	B
38	0	red	B
38	1/4	red	E_2
39	0	red	dbm7_3
39	1/4	red	B
40	0	red	E_2
40	1/4	red	B
41	0	black	B7_3
41	0	red	B7_3
41	1/4	black	E_1
41	1/4	red	E_1
42	0	black	B7_2
42	0	red	B7_2
42	1/4	black	E
42	1/4	red	E
43	0	black	ebo7
43	0	red	ebo7
43	1/4	black	bbo7_1
43	1/4	red	bbo7_1
44	0	black	B
44	0	red	B
44	1/4	black	fo
44	1/4	red	fo
45	0	black	B7_2
45	0	red	B7_2
45	1/4	black	B_1
45	1/4	red	B_1
46	0	black	B
46	0	red	B
46	1/4	black	fo
46	1/4	red	fo
47	0	black	B7_2
47	0	red	B7_2
47	1/4	black	B_1
47	1/4	red	B_1
48	0	black	B
48	0	red	B
48	1/4	black	fo
48	1/4	red	fo
49	0	black	B7_2
49	0	red	B7_2
49	1/4	black	dbm7
49	1/4	red	dbm7
50	0	black	B_1
50	0	red	B_1
50	1/4	black	E
50	1/4	red	E
51	0	black	B_1
51	0	red	B_1
51	1/4	black	db
51	1/4	red	db
52	0	black	ab_1
52	0	red	ab_1
52	1/4	black	A
52	1/4	red	A
53	0	black	E_1
53	0	red	E_1
53	1/4	black	B7_2
53	1/4	red	B7
54	0	black	E
54	0	red	E
55	0	black	B_1
55	0	red	B_1
55	1/4	black	Gb7_2
55	1/4	red	Gb7_2
56	0	black	B
56	0	red	B
56	1/4	black	A
56	1/4	red	A
57	0	black	E_1
57	0	red	E_1
57	1/4	black	B7_2
57	1/4	red	B7_2
58	0	black	E
58	0	red	E
58	1/4	black	A
58	1/4	red	A
59	0	black	B
59	0	red	E_2
59	1/4	red	B
60	0	black	fo7_3
60	0	red	eo7_3
60	1/8	black	fo7_2
60	3/8	black	fo7
60	3/8	red	eo7
60	1/2	black	gb
60	1/2	red	f
60	9/16	black	fo_1
60	5/8	black	gb
60	11/16	black	Db7
61	0	black	gb_1
61	0	red	f_1
61	3/8	black	ebo7
61	3/8	red	ebo7
61	1/2	black	E
61	1/2	red	E
61	9/16	black	B7_1
61	5/8	black	E
61	11/16	black	A_1
62	0	black	E_1
62	0	red	E_1
62	1/8	black	A_1
62	1/8	red	A_1
62	1/4	black	B
62	1/4	red	E_2
62	1/2	red	B
62	9/16	black	fo7_2
62	9/16	red	fo7_2
62	5/8	black	abo7
62	5/8	red	abo7
63	0	black	G7
63	0	red	G7
63	11/16	black	C
64	0	red	C
64	3/8	black	C_2
64	7/16	black	E_1
64	1/2	red	E_1
65	3/16	black	A_1
65	3/16	red	A
65	5/16	black	B
65	5/16	red	E_2
65	3/8	black	db_1
65	5/12	black	B_1
65	11/24	black	A_1
65	1/2	black	ab_1
65	13/24	black	gb_1
65	7/12	black	E_1
65	5/8	black	ebo_1
65	2/3	black	db_1
65	17/24	black	B_1
66	0	black	A_1
66	1/24	black	ab_1
66	1/12	black	gb_1
66	1/8	black	E_1
66	1/6	black	ebo_1
66	5/24	black	db_1
66	1/4	black	B_1
66	1/3	black	ab_1
67	3/8	black	gb_1
67	11/24	black	ebo_1
67	1/2	black	db_1
67	7/12	black	bbo_1
67	5/8	black	B7
67	5/8	red	B7
67	17/24	black	B_1
68	0	black	E
68	0	red	E
69	1/4	black	A
69	1/4	red	A
70	0	black	E_1
70	0	red	E_1
70	1/4	black	B7_2
70	1/4	red	B7_2
71	0	black	E
71	0	red	E
71	1/4	black	A
71	1/4	red	A
72	0	black	E_1
72	0	red	E_1
72	1/4	black	B7_2
72	1/4	red	B7_2
73	0	black	E
73	0	red	E
73	1/4	black	B
73	1/4	red	B
74	0	red	E_2
74	1/4	black	B7
74	1/4	red	B7
75	0	black	E_2
75	0	red	E_2
75	1/4	black	B_1
75	1/4	red	B_1
76	0	black	E
76	0	red	E
76	1/4	black	B7_2
76	1/4	red	B7_2
77	0	black	E
77	0	red	E_1
77	1/4	black	B7
77	1/4	red	B7
78	0	black	B
78	0	red	E_2
78	1/4	black	B7
78	1/4	red	B7
80	1/4	black	B
80	1/4	red	E_2
81	1/4	black	co7
81	1/4	red	co7
82	0	black	db
82	0	red	db
82	1/4	black	gb_1
82	1/4	red	A+
83	0	red	gb_1
83	1/4	black	fo7_3
83	1/4	red	fo7_3
84	0	black	gb_1
84	0	red	gb_1
84	1/4	black	fo7_2
84	1/4	red	fo7_3
