	label	mc	mc_onset	color_name
0	F:KeyMode.MAJOR	1	0	red
1	F:M, inv:0	1	0	red
2	C:M, inv:0	1	1/2	red
3	D:m, inv:0	1	3/4	red
4	d:KeyMode.MINOR	2	0	red
5	A:M, inv:0	2	0	red
6	F:KeyMode.MAJOR	2	1/4	red
7	C:M, inv:0	2	1/4	red
8	--	2	1/2	red
9	C:KeyMode.MAJOR	3	0	red
10	B:%7, inv:0	3	0	red
11	A:m, inv:0	3	1/4	red
12	a:KeyMode.MINOR	3	3/8	red
13	E:M, inv:0	3	3/8	red
14	--	3	1/2	green
15	--	3	1/2	green
16	C:KeyMode.MAJOR	4	0	red
17	A:m, inv:0	4	0	green
18	--	4	1/2	red
19	--	4	5/8	red
20	B:o, inv:1	4	3/4	yellow
21	a:KeyMode.MINOR	4	7/8	green
22	E:M, inv:0	4	7/8	green
23	C:KeyMode.MAJOR	5	0	red
24	A:m, inv:0	5	0	green
25	--	5	1/8	red
26	--	5	3/8	red
27	--	5	1/2	red
28	--	5	7/8	red
29	D:m, inv:1	6	0	green
30	a:KeyMode.MINOR	6	1/2	green
31	E:Mm7, inv:0	6	1/2	yellow
32	--	6	3/4	red
33	--	6	3/4	red
34	C:KeyMode.MAJOR	7	0	red
35	A:m, inv:0	7	0	red
36	--	7	1/8	green
37	--	7	3/8	red
38	--	7	1/2	red
39	--	7	7/8	red
40	--	7	7/8	yellow
41	G:KeyMode.MAJOR	8	0	red
42	D:Mm7, inv:0	8	0	yellow
43	C:KeyMode.MAJOR	8	1/4	red
44	B:m, inv:1	8	1/4	red
45	--	8	3/8	green
46	a:KeyMode.MINOR	8	1/2	green
47	E:M, inv:0	8	1/2	green
48	--	8	3/4	red
49	C:KeyMode.MAJOR	9	0	red
50	A:m, inv:2	9	0	red
51	--	9	1/8	red
52	B:o, inv:1	9	1/4	yellow
53	a:KeyMode.MINOR	9	3/8	green
54	E:Mm7, inv:0	9	3/8	yellow
55	C:KeyMode.MAJOR	9	1/2	red
56	A:m, inv:0	9	1/2	green
57	--	9	3/4	red
58	B:o, inv:0	10	0	green
59	G:M, inv:1	10	1/4	green
60	C:M, inv:0	10	3/8	red
61	--	10	1/2	green
62	--	10	3/4	red
63	G:KeyMode.MAJOR	10	7/8	red
64	F#:o, inv:1	10	7/8	red
65	C:KeyMode.MAJOR	11	0	red
66	D:m, inv:0	11	0	green
67	--	11	1/4	red
68	B:o, inv:1	11	3/8	green
69	C:M, inv:1	11	1/2	red
70	--	11	3/4	green
71	G:KeyMode.MAJOR	12	0	red
72	F#:o, inv:1	12	0	red
73	--	12	3/8	red
74	--	12	3/8	green
75	C:KeyMode.MAJOR	12	1/2	red
76	G:+, inv:1	12	1/2	red
77	--	12	3/4	red
78	G:KeyMode.MAJOR	13	0	red
79	E:m, inv:0	13	0	red
80	--	13	1/8	red
81	--	13	3/8	red
82	--	13	1/2	green
83	a:KeyMode.MINOR	13	3/4	red
84	E:Mm7, inv:1	13	3/4	red
85	--	13	7/8	green
86	--	13	7/8	yellow
87	G:KeyMode.MAJOR	14	0	red
88	A:m, inv:0	14	0	green
89	D:KeyMode.MAJOR	14	3/8	yellow
90	A:Mm7, inv:1	14	3/8	yellow
91	G:KeyMode.MAJOR	14	1/2	red
92	D:m, inv:0	14	1/2	green
93	--	14	13/16	red
94	a:KeyMode.MINOR	14	7/8	green
95	G#:o, inv:2	14	7/8	red
96	E:M, inv:0	15	0	green
