	label	mc	mc_onset	color_name
0	F:KeyMode.MAJOR	1	0	green
1	F:M, inv:0	1	0	green
2	E:o, inv:0	1	1/4	red
3	--	1	1/2	red
4	F:M, inv:0	2	0	green
5	--	2	1/2	yellow
6	G:m, inv:1	3	0	yellow
7	C:M, inv:0	3	1/4	green
8	D:m, inv:0	4	0	green
9	F:M, inv:0	4	1/4	green
10	C:M, inv:1	4	1/2	green
11	D:m, inv:0	5	0	red
12	--	5	1/2	red
13	G:m, inv:1	6	0	green
14	d:KeyMode.MINOR	7	0	green
15	A:M, inv:0	7	0	green
16	F:KeyMode.MAJOR	8	0	red
17	D:m, inv:1	8	0	red
18	d:KeyMode.MINOR	8	1/2	green
19	C#:o, inv:0	8	1/2	green
20	F:KeyMode.MAJOR	9	0	red
21	D:m, inv:0	9	0	green
22	--	9	1/2	red
23	D:m, inv:1	9	1/2	green
24	Bb:KeyMode.MAJOR	10	0	green
25	F:Mm7, inv:0	10	0	red
26	--	10	1/2	red
27	F:KeyMode.MAJOR	11	0	red
28	Bb:M, inv:0	11	0	green
29	--	11	1/2	red
30	D:m, inv:1	11	1/2	green
31	G:m, inv:0	12	0	yellow
32	d:KeyMode.MINOR	12	1/4	green
33	A:M, inv:0	12	1/4	green
34	F:KeyMode.MAJOR	13	0	red
35	D:m, inv:0	13	0	green
36	Bb:M, inv:1	13	1/4	green
37	E:o, inv:0	13	1/2	green
38	F:M, inv:0	14	0	green
39	D:m, inv:1	14	1/4	green
40	G:m, inv:0	14	1/2	green
41	d:KeyMode.MINOR	15	0	green
42	A:Mm7, inv:0	15	0	yellow
43	A:M, inv:0	15	1/4	green
44	F:KeyMode.MAJOR	16	0	red
45	G:m, inv:1	16	0	green
46	G:m, inv:0	16	1/2	green
47	C:M, inv:0	17	0	red
48	F:M, inv:1	17	1/4	green
49	F:M, inv:0	17	1/2	green
50	C:KeyMode.MAJOR	18	0	yellow
51	G:Mm7, inv:0	18	0	green
52	F:KeyMode.MAJOR	18	1/4	red
53	F:mm7, inv:1	18	1/4	red
54	Eb:M, inv:0	18	1/2	red
55	C:KeyMode.MAJOR	19	0	yellow
56	G:Mm7, inv:3	19	0	red
57	--	19	1/4	yellow
58	G:M, inv:0	19	1/2	green
59	F:KeyMode.MAJOR	20	0	red
60	C:Mm7, inv:0	20	0	yellow
61	--	20	1/4	red
62	--	20	1/4	red
63	A:m, inv:0	20	1/2	red
64	G:m, inv:0	21	0	green
65	--	21	1/2	red
66	--	21	1/2	red
67	D:m, inv:0	22	0	red
68	--	22	1/4	green
69	F:M, inv:1	22	1/2	green
70	G:mm7, inv:1	23	0	green
71	C:M, inv:0	23	1/4	green
72	F:M, inv:0	24	0	yellow
73	--	24	1/4	red
74	D:m, inv:0	24	1/2	green
75	d:KeyMode.MINOR	25	0	green
76	A:Mm7, inv:3	25	0	red
77	--	25	1/4	yellow
78	A:M, inv:0	25	1/2	green
79	F:KeyMode.MAJOR	26	0	red
80	D:m, inv:0	26	0	green
81	--	26	1/4	green
82	--	26	1/4	red
83	d:KeyMode.MINOR	26	1/2	red
84	C#:o7, inv:2	26	1/2	red
85	F:KeyMode.MAJOR	27	0	green
86	C:M, inv:1	27	0	yellow
87	--	27	1/4	red
88	A:m, inv:0	27	1/2	red
89	Bb:M, inv:0	28	0	red
90	C:KeyMode.MAJOR	28	1/4	green
91	G:M, inv:1	28	1/4	green
92	F:KeyMode.MAJOR	29	0	green
93	C:M, inv:0	29	0	green
94	F:M, inv:1	29	1/2	red
95	Bb:M, inv:0	30	0	green
96	G:m, inv:0	30	1/2	green
97	C:M, inv:0	31	0	yellow
98	--	31	1/4	red
99	--	31	1/2	red
100	G:mm7, inv:1	32	0	green
101	C:M, inv:0	32	1/4	green
102	F:M, inv:0	33	0	green
103	--	33	1/2	yellow
104	Bb:M, inv:0	34	0	green
105	G:m, inv:0	34	1/2	green
106	C:M, inv:0	35	0	yellow
107	--	35	1/4	red
108	C:KeyMode.MAJOR	35	1/2	red
109	B:M, inv:1	35	1/2	red
110	F:KeyMode.MAJOR	36	0	green
111	G:mm7, inv:1	36	0	green
112	C:M, inv:0	36	1/4	green
113	F:M, inv:0	37	0	green
