	gt_key	gt_chord	est_key	est_chord	duration	gt_chord_root	gt_chord_type	gt_chord_inv	est_chord_root	est_chord_type	est_chord_inv	root_correct	triad_correct	7th_correct	inv_correct	full_correct
0	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	F:M, inv:0	5/16	9	ChordType.MINOR	0	5	ChordType.MAJOR	0	False	False	False	False	False
1	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	F:M, inv:0	1/16	9	ChordType.MINOR	0	5	ChordType.MAJOR	0	False	False	False	False	False
2	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	F:M, inv:0	1/16	9	ChordType.MINOR	0	5	ChordType.MAJOR	0	False	False	False	False	False
3	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	F:M, inv:0	1/16	9	ChordType.MINOR	0	5	ChordType.MAJOR	0	False	False	False	False	False
4	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	C:M, inv:0	1/8	9	ChordType.MINOR	0	0	ChordType.MAJOR	0	False	False	False	False	False
5	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	C:M, inv:0	1/16	9	ChordType.MINOR	0	0	ChordType.MAJOR	0	False	False	False	False	False
6	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	C:M, inv:0	1/16	9	ChordType.MINOR	0	0	ChordType.MAJOR	0	False	False	False	False	False
7	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	D:m, inv:0	1/8	9	ChordType.MINOR	0	2	ChordType.MINOR	0	False	False	False	False	False
8	a:KeyMode.MINOR	A:m, inv:0	F:KeyMode.MAJOR	D:m, inv:0	1/8	9	ChordType.MINOR	0	2	ChordType.MINOR	0	False	False	False	False	False
9	a:KeyMode.MINOR	A:m, inv:0	d:KeyMode.MINOR	A:M, inv:0	1/16	9	ChordType.MINOR	0	9	ChordType.MAJOR	0	True	False	False	True	False
