	label	mc	mc_onset	color_name
0	D:KeyMode.MAJOR	1	0	green
1	D:M, inv:0	1	0	green
2	--	1	3/8	red
3	--	2	0	yellow
4	A:M, inv:0	3	0	green
5	B:m, inv:0	3	3/8	green
6	--	4	0	red
7	A:M, inv:1	4	0	yellow
8	A:KeyMode.MAJOR	4	3/8	green
9	G#:o, inv:0	4	3/8	red
10	D:KeyMode.MAJOR	4	5/8	red
11	A:M, inv:0	4	5/8	green
12	--	5	0	green
13	D:M, inv:1	5	0	green
14	--	5	3/8	red
15	C#:o, inv:1	6	0	yellow
16	D:M, inv:0	6	3/8	green
17	G:KeyMode.MAJOR	7	0	red
18	C:M, inv:1	7	0	red
19	D:KeyMode.MAJOR	7	1/4	green
20	C#:o, inv:1	7	1/4	green
21	G:KeyMode.MAJOR	7	3/8	red
22	F#:o, inv:0	7	3/8	red
23	G:M, inv:0	8	0	red
24	--	8	1/4	red
25	--	8	3/8	red
26	D:KeyMode.MAJOR	9	0	red
27	A:M, inv:1	9	0	green
28	A:M, inv:0	9	5/8	yellow
29	A:KeyMode.MAJOR	10	0	green
30	E:Mm7, inv:2	10	0	red
31	--	10	3/8	yellow
32	A:M, inv:0	11	0	green
33	--	11	3/8	red
34	D:KeyMode.MAJOR	12	0	red
35	A:Mm7, inv:0	12	0	yellow
36	A:KeyMode.MAJOR	12	3/8	green
37	G#:o, inv:1	12	3/8	green
38	D:KeyMode.MAJOR	13	0	red
39	A:M, inv:0	13	0	green
40	--	13	3/8	red
41	A:M, inv:1	14	0	green
42	A:KeyMode.MAJOR	14	3/8	green
43	G#:o, inv:1	14	3/8	green
44	D:KeyMode.MAJOR	15	0	red
45	A:M, inv:0	15	0	green
46	A:KeyMode.MAJOR	15	3/8	green
47	E:M, inv:1	15	3/8	red
48	D:KeyMode.MAJOR	16	0	red
49	F#:m, inv:0	16	0	green
50	A:KeyMode.MAJOR	16	3/8	green
51	E:M, inv:0	16	3/8	red
52	D:KeyMode.MAJOR	17	0	red
53	A:M, inv:1	17	0	red
54	--	17	3/8	green
55	A:KeyMode.MAJOR	18	0	green
56	E:Mm7, inv:3	18	0	red
57	--	18	3/8	yellow
