	label	mc	mc_onset	color_name
0	e:KeyMode.MINOR	1	1/4	green
1	E:m, inv:0	1	1/4	green
2	B:M, inv:0	1	1/2	green
3	E:m, inv:0	2	0	green
4	F#:o, inv:1	3	0	green
5	B:M, inv:0	4	0	green
6	E:m, inv:1	5	0	green
7	--	5	1/2	red
8	C:M, inv:1	6	0	green
9	G:KeyMode.MAJOR	6	1/2	red
10	D:Mm7, inv:0	6	1/2	red
11	--	7	1/4	red
12	e:KeyMode.MINOR	8	0	green
13	B:M, inv:0	8	0	green
14	D#:o, inv:2	8	1/2	red
15	E:m, inv:1	9	0	green
16	B:Mm7, inv:1	9	1/2	yellow
17	E:m, inv:0	10	0	green
18	--	10	1/2	red
19	--	10	1/2	red
20	--	11	1/4	yellow
21	b:KeyMode.MINOR	12	0	green
22	F#:M, inv:0	12	0	green
23	F#:Mm7, inv:0	12	1/2	yellow
24	e:KeyMode.MINOR	13	0	red
25	B:M, inv:2	13	0	red
26	b:KeyMode.MINOR	13	1/2	green
27	A#:o, inv:0	13	1/2	red
28	e:KeyMode.MINOR	14	0	red
29	B:m, inv:0	14	0	green
30	B:m, inv:1	14	1/2	green
31	G:KeyMode.MAJOR	15	0	green
32	D:Mm7, inv:0	15	0	red
33	--	15	1/2	red
34	e:KeyMode.MINOR	16	0	red
35	G:M, inv:0	16	0	green
36	--	16	1/2	red
37	--	16	1/2	red
38	E:m, inv:0	17	0	green
39	B:KeyMode.MAJOR	17	1/4	yellow
40	F#:M, inv:0	17	1/4	green
41	e:KeyMode.MINOR	18	0	red
42	B:M, inv:0	18	0	red
43	--	18	1/2	green
44	--	18	1/2	green
45	B:Mm7, inv:0	19	0	red
46	--	19	1/2	yellow
47	E:m, inv:0	20	0	green
48	--	20	1/2	red
49	E:m, inv:1	20	1/2	red
50	A:m, inv:0	21	0	red
51	G:M, inv:1	21	1/2	red
52	C:M, inv:0	22	0	green
53	--	22	1/2	green
54	E:m, inv:1	22	1/2	green
55	F#:%7, inv:1	23	0	red
56	B:M, inv:0	23	1/4	green
57	E:m, inv:0	24	0	green
58	--	24	1/4	red
59	A:m, inv:1	24	1/2	green
60	G:KeyMode.MAJOR	25	0	red
61	D:Mm7, inv:0	25	0	red
62	e:KeyMode.MINOR	25	1/2	green
63	G:M, inv:1	25	1/2	green
64	C:M, inv:0	26	0	red
65	F#:o, inv:1	26	1/2	green
66	B:Mm7, inv:0	27	0	green
67	E:m, inv:0	27	1/2	green
68	B:M, inv:0	28	1/4	green
69	E:m, inv:0	29	0	green
